source,neighbor,obs,exp_perm,log2_oe,z,p,q,significant,low_expected,sample
B,Schwann,6,7.3288,-0.25075372734357,-0.503308399427737,0.811037792441511,0.827934413117376,False,False,Patient3_PT
B,Neuroblast,51,244.4888,-2.23907367722025,-15.2083255953313,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
B,Macrophage,304,211.1848,0.523487931145046,7.6093410233934,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
B,B,63,3.0322,3.98843280068295,25.7956130619677,0.0003999200159968,0.00055988802239552,True,True,Patient3_PT
B,T,55,21.264,1.33071401338808,7.39975749017158,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
T,Endothelial,508,674.112,-0.407461206515466,-6.92270926209881,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
T,Fibroblast,1482,1154.2646,0.360295275685197,10.8758273807562,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
T,Schwann,28,50.8324,-0.83780129625947,-3.26309324059609,0.0015996800639872,0.00217734230931591,True,False,Patient3_PT
T,Neuroblast,457,1698.8148,-1.89195806547137,-36.8242992663006,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
T,Macrophage,2028,1467.7108,0.466218518540547,17.1541952142372,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
T,B,51,21.2124,1.22714634198362,6.38096127219667,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
T,T,660,147.053,2.15853654757162,32.1070708287435,0.0003999200159968,0.00055988802239552,True,False,Patient3_PT
Endothelial,Endothelial,19387,5646.0202,1.77960229050019,148.929526169032,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Endothelial,Fibroblast,7044,5749.6548,0.292873468229588,18.1125509465714,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Endothelial,Schwann,4392,6114.6074,-0.477289294407815,-24.2358273422003,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Endothelial,Neuroblast,10179,24216.5902,-1.25031775368156,-123.586468904039,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Endothelial,Macrophage,7186,6691.3272,0.102881702984595,6.5504773595719,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Endothelial,B,70,49.6538,0.48714852191837,2.99530468162985,0.00639872025594881,0.00696749538981092,True,False,Patient4_PT
Endothelial,T,1494,1284.1464,0.218212768176759,5.94917925954738,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Fibroblast,Endothelial,7887,5749.5894,0.455949720723315,30.3037914145209,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Fibroblast,Fibroblast,12850,5850.3856,1.13503042858873,75.7942675312817,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Fibroblast,Schwann,10795,6226.3798,0.793799706764584,63.496941063585,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Fibroblast,Neuroblast,7831,24646.2848,-1.65397605479108,-145.845020607846,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Fibroblast,Macrophage,9118,6809.2272,0.421172695831911,30.5794192512392,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Fibroblast,B,67,50.6776,0.395995676108586,2.34414533666549,0.0275944811037792,0.0281693661267746,True,False,Patient4_PT
Fibroblast,T,2092,1307.4556,0.677707341542109,22.3575797866641,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Schwann,Endothelial,5448,6114.4288,-0.166462169889676,-9.37497116102007,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
Schwann,Fibroblast,11319,6226.6256,0.862119839735187,70.6203208556336,0.0003999200159968,0.000466573351996267,True,False,Patient4_PT
