id,umap1,umap2,T_subtype
131914_Patient1_ODNNSP,9.16138,4.041269,Naive/CM T
131915_Patient1_ODNNSP,7.059779,2.5065243,Naive/CM T
131916_Patient1_ODNNSP,7.9657555,2.7988765,Naive/CM T
131917_Patient1_ODNNSP,9.485957,4.214184,Naive/CM T
131918_Patient1_ODNNSP,7.336801,1.6066425,Naive/CM T
131919_Patient1_ODNNSP,8.10128,2.8269296,Naive/CM T
131920_Patient1_ODNNSP,8.016498,1.9809482,Naive/CM T
131921_Patient1_ODNNSP,9.990296,5.0587244,Naive/CM T
131922_Patient1_ODNNSP,7.4705067,2.5596135,Naive/CM T
131923_Patient1_ODNNSP,6.612233,1.5081425,Naive/CM T
131924_Patient1_ODNNSP,8.2984915,3.7903883,Naive/CM T
131925_Patient1_ODNNSP,7.062605,3.4596431,Naive/CM T
131926_Patient1_ODNNSP,6.23659,1.5133201,Naive/CM T
131927_Patient1_ODNNSP,6.8822074,3.4516745,Naive/CM T
131928_Patient1_ODNNSP,6.792202,3.364319,Naive/CM T
131929_Patient1_ODNNSP,9.902608,4.439357,Naive/CM T
131930_Patient1_ODNNSP,7.642339,2.696512,Naive/CM T
131931_Patient1_ODNNSP,8.117568,2.465946,Naive/CM T
131932_Patient1_ODNNSP,6.3830748,3.3946328,Naive/CM T
131933_Patient1_ODNNSP,6.8667483,0.47867,Naive/CM T
131934_Patient1_ODNNSP,6.8850803,3.5316153,Naive/CM T
131935_Patient1_ODNNSP,7.044575,2.6727304,Naive/CM T
131938_Patient1_ODNNSP,7.4105144,3.5237591,Naive/CM T
131943_Patient1_ODNNSP,7.930987,4.624593,Naive/CM T
131944_Patient1_ODNNSP,7.0602155,2.6711059,Naive/CM T
131945_Patient1_ODNNSP,8.183589,4.5000286,Naive/CM T
131946_Patient1_ODNNSP,7.9434156,4.121757,Naive/CM T
131947_Patient1_ODNNSP,3.794883,2.6184783,Cytotoxic T
131948_Patient1_ODNNSP,6.716246,2.5536249,Naive/CM T
131949_Patient1_ODNNSP,8.829299,4.5351763,Naive/CM T
131960_Patient1_ODNNSP,10.456629,4.4604254,Naive/CM T
131966_Patient1_ODNNSP,8.9442,4.7903495,Naive/CM T
131969_Patient1_ODNNSP,9.218955,4.662852,Naive/CM T
131972_Patient1_ODNNSP,7.726134,0.17535406,Naive/CM T
131983_Patient1_ODNNSP,8.949472,5.004547,Naive/CM T
131984_Patient1_ODNNSP,10.346687,4.4644046,Naive/CM T
131993_Patient1_ODNNSP,8.262801,2.8479655,Naive/CM T
131996_Patient1_ODNNSP,9.670135,4.1205525,Naive/CM T
132006_Patient1_ODNNSP,9.108154,3.4395487,Naive/CM T
132011_Patient1_ODNNSP,10.515654,4.4308047,Naive/CM T
132012_Patient1_ODNNSP,10.61583,4.485297,Naive/CM T
132015_Patient1_ODNNSP,10.092354,3.8613987,Naive/CM T
132017_Patient1_ODNNSP,10.911837,4.344411,Naive/CM T
132027_Patient1_ODNNSP,10.628731,4.427081,Naive/CM T
132029_Patient1_ODNNSP,3.8833609,3.700979,Cytotoxic T
132030_Patient1_ODNNSP,9.288267,3.4575303,Naive/CM T
132033_Patient1_ODNNSP,9.647077,4.2150917,Naive/CM T
132034_Patient1_ODNNSP,10.266982,4.865739,Naive/CM T
132036_Patient1_ODNNSP,9.504969,3.2375748,Naive/CM T
132037_Patient1_ODNNSP,10.411794,4.4053617,Naive/CM T
132039_Patient1_ODNNSP,8.090699,2.1300707,Naive/CM T
132040_Patient1_ODNNSP,10.461548,4.483795,Naive/CM T
132041_Patient1_ODNNSP,10.611865,4.4514422,Naive/CM T
132043_Patient1_ODNNSP,7.6058655,2.2859106,Naive/CM T
132048_Patient1_ODNNSP,10.588037,4.3842974,Naive/CM T
132049_Patient1_ODNNSP,10.740237,4.4180374,Naive/CM T
132051_Patient1_ODNNSP,10.508902,4.6115103,Naive/CM T
132054_Patient1_ODNNSP,10.39388,3.9929836,Naive/CM T
132055_Patient1_ODNNSP,10.398518,4.4357586,Naive/CM T
132065_Patient1_ODNNSP,8.963246,4.3976474,Naive/CM T
132076_Patient1_ODNNSP,8.589936,6.534961,Naive/CM T
132078_Patient1_ODNNSP,7.0913353,3.9841666,Naive/CM T
132080_Patient1_ODNNSP,5.8466716,3.0739284,Naive/CM T
132082_Patient1_ODNNSP,8.388862,3.6128361,Naive/CM T
132087_Patient1_ODNNSP,8.412303,4.685113,Naive/CM T
132088_Patient1_ODNNSP,9.370453,4.126643,Naive/CM T
132089_Patient1_ODNNSP,4.946768,3.1757133,Naive/CM T
132102_Patient1_ODNNSP,5.855626,3.6008239,Naive/CM T
132103_Patient1_ODNNSP,7.7114034,4.1154943,Naive/CM T
132108_Patient1_ODNNSP,9.536607,4.880833,Naive/CM T
132111_Patient1_ODNNSP,9.033287,5.422025,Naive/CM T
132122_Patient1_ODNNSP,5.0672817,2.1243138,Naive/CM T
132125_Patient1_ODNNSP,8.496862,5.0214343,Naive/CM T
132129_Patient1_ODNNSP,4.7273016,4.4029274,Naive/CM T
132130_Patient1_ODNNSP,4.357148,5.440982,Naive/CM T
132133_Patient1_ODNNSP,9.238222,4.1948557,Naive/CM T
132146_Patient1_ODNNSP,2.0749161,3.568933,Cytotoxic T
132147_Patient1_ODNNSP,8.675089,5.1305137,Naive/CM T
132153_Patient1_ODNNSP,5.917861,3.4191947,Naive/CM T
132161_Patient1_ODNNSP,6.2036157,4.6335616,Naive/CM T
132170_Patient1_ODNNSP,6.332997,0.8251998,Naive/CM T
132171_Patient1_ODNNSP,8.824773,6.719661,Naive/CM T
132172_Patient1_ODNNSP,7.4510164,1.4176692,Naive/CM T
132182_Patient1_ODNNSP,10.068322,4.4470887,Naive/CM T
132183_Patient1_ODNNSP,9.968163,5.1622753,Naive/CM T
132184_Patient1_ODNNSP,3.5164144,6.701552,Naive/CM T
132196_Patient1_ODNNSP,5.305351,3.193831,Naive/CM T
132204_Patient1_ODNNSP,5.976735,4.3464494,Naive/CM T
132219_Patient1_ODNNSP,7.112718,2.5119112,Naive/CM T
132228_Patient1_ODNNSP,3.8119636,7.4262586,Naive/CM T
132235_Patient1_ODNNSP,3.7078614,4.564163,Naive/CM T
132251_Patient1_ODNNSP,6.74836,3.9086971,Naive/CM T
132253_Patient1_ODNNSP,1.7680547,6.9272294,Naive/CM T
132254_Patient1_ODNNSP,2.80793,7.5499086,Naive/CM T
132263_Patient1_ODNNSP,6.5411267,2.3922176,Naive/CM T
132293_Patient1_ODNNSP,6.1522713,-0.7905487,Naive/CM T
132298_Patient1_ODNNSP,6.1813235,2.9399705,Naive/CM T
132300_Patient1_ODNNSP,5.8171167,2.647491,Naive/CM T
132304_Patient1_ODNNSP,3.1912124,6.019257,Naive/CM T
132310_Patient1_ODNNSP,5.930294,-1.1268315,Naive/CM T
132311_Patient1_ODNNSP,5.0639415,1.8992064,Naive/CM T
132312_Patient1_ODNNSP,4.756261,0.85666037,Naive/CM T
132316_Patient1_ODNNSP,6.181752,1.5346272,Naive/CM T
132321_Patient1_ODNNSP,6.9625154,2.8433473,Naive/CM T
132324_Patient1_ODNNSP,5.9692674,2.931286,Naive/CM T
132325_Patient1_ODNNSP,5.6421537,0.32290408,Naive/CM T
132326_Patient1_ODNNSP,6.1671968,1.364282,Naive/CM T
132340_Patient1_ODNNSP,2.072146,7.4791775,Naive/CM T
132373_Patient1_ODNNSP,3.4707482,6.789618,Naive/CM T
132389_Patient1_ODNNSP,4.2809997,1.0410457,Cytotoxic T
132393_Patient1_ODNNSP,5.132687,1.92137,Naive/CM T
132405_Patient1_ODNNSP,5.2909856,4.657997,Naive/CM T
132443_Patient1_ODNNSP,5.1184907,2.3059592,Naive/CM T
132465_Patient1_ODNNSP,4.9104805,2.1992664,Naive/CM T
132766_Patient1_ODNNSP,5.4462676,2.8005297,Naive/CM T
132767_Patient1_ODNNSP,5.4756,3.5386329,Naive/CM T
132787_Patient1_ODNNSP,6.4690423,1.6666412,Naive/CM T
132794_Patient1_ODNNSP,3.678499,5.988575,Naive/CM T
132799_Patient1_ODNNSP,8.453926,1.7713724,Naive/CM T
132801_Patient1_ODNNSP,3.9344566,-0.04093381,Naive/CM T
132804_Patient1_ODNNSP,3.5499003,6.4627347,Naive/CM T
132805_Patient1_ODNNSP,4.2310076,5.79754,Naive/CM T
132807_Patient1_ODNNSP,6.2585173,2.552884,Naive/CM T
132813_Patient1_ODNNSP,5.8693004,2.9958556,Naive/CM T
132855_Patient1_ODNNSP,3.7418683,7.4006577,Naive/CM T
132894_Patient1_ODNNSP,6.0770345,0.9797911,Naive/CM T
132895_Patient1_ODNNSP,5.4755135,1.8208356,Naive/CM T
132897_Patient1_ODNNSP,3.867226,-0.57769775,Naive/CM T
132905_Patient1_ODNNSP,5.282682,2.930825,Naive/CM T
132918_Patient1_ODNNSP,4.3741755,-0.40315598,Naive/CM T
132965_Patient1_ODNNSP,6.2834535,-0.77010995,Naive/CM T
133028_Patient1_ODNNSP,4.898543,4.204565,Naive/CM T
133185_Patient1_ODNNSP,7.1179132,2.1737044,Naive/CM T
133202_Patient1_ODNNSP,5.492541,6.3164024,Naive/CM T
133203_Patient1_ODNNSP,6.844743,5.594502,Naive/CM T
133205_Patient1_ODNNSP,7.6207848,0.16004428,Naive/CM T
133210_Patient1_ODNNSP,5.9573812,-1.000574,Naive/CM T
133212_Patient1_ODNNSP,3.6518033,7.805861,Naive/CM T
133216_Patient1_ODNNSP,5.955439,3.5035434,Naive/CM T
133219_Patient1_ODNNSP,3.950611,7.5289,Naive/CM T
133221_Patient1_ODNNSP,3.107577,7.3850465,Naive/CM T
133228_Patient1_ODNNSP,3.050149,7.7188554,Naive/CM T
133239_Patient1_ODNNSP,7.3769917,4.899557,Naive/CM T
133241_Patient1_ODNNSP,6.5867033,0.0022955458,Naive/CM T
133248_Patient1_ODNNSP,4.0827737,6.975786,Naive/CM T
133259_Patient1_ODNNSP,3.222182,7.2782063,Naive/CM T
133303_Patient1_ODNNSP,2.9630165,7.721461,Naive/CM T
133358_Patient1_ODNNSP,6.927851,0.785702,Naive/CM T
133371_Patient1_ODNNSP,7.078108,-0.38719806,Naive/CM T
133386_Patient1_ODNNSP,7.1722255,3.4094849,Naive/CM T
133388_Patient1_ODNNSP,6.5836263,0.7382488,Naive/CM T
133390_Patient1_ODNNSP,6.607312,0.070039295,Naive/CM T
133391_Patient1_ODNNSP,7.3295465,4.8252087,Naive/CM T
133424_Patient1_ODNNSP,5.9691267,4.5543833,Naive/CM T
133427_Patient1_ODNNSP,4.72338,5.1294765,Naive/CM T
133480_Patient1_ODNNSP,3.8052592,7.4345436,Naive/CM T
133481_Patient1_ODNNSP,2.9922364,7.3226857,Naive/CM T
133498_Patient1_ODNNSP,5.1427994,4.6215,Naive/CM T
133509_Patient1_ODNNSP,5.771607,2.9936717,Naive/CM T
133510_Patient1_ODNNSP,5.8341413,4.335049,Naive/CM T
133514_Patient1_ODNNSP,5.887967,4.4288154,Naive/CM T
133545_Patient1_ODNNSP,6.569931,5.2062526,Naive/CM T
133548_Patient1_ODNNSP,8.823635,5.552188,Naive/CM T
133552_Patient1_ODNNSP,7.3530464,4.885203,Naive/CM T
133567_Patient1_ODNNSP,4.55918,7.388645,Naive/CM T
133590_Patient1_ODNNSP,1.6400867,6.5831447,Naive/CM T
133596_Patient1_ODNNSP,3.624927,6.7541146,Naive/CM T
133634_Patient1_ODNNSP,4.258825,5.1772504,Naive/CM T
133643_Patient1_ODNNSP,5.100287,5.859775,Naive/CM T
133654_Patient1_ODNNSP,3.4038193,8.305623,Naive/CM T
133674_Patient1_ODNNSP,3.8803265,6.9481316,Naive/CM T
133682_Patient1_ODNNSP,4.5195785,5.0704746,Naive/CM T
133685_Patient1_ODNNSP,6.741697,1.3181226,Naive/CM T
133881_Patient1_ODNNSP,3.7434406,8.068883,Naive/CM T
133882_Patient1_ODNNSP,-0.31625488,7.032796,gdT
133923_Patient1_ODNNSP,3.8486378,6.27498,Naive/CM T
134349_Patient1_ODNNSP,1.1061385,6.3732142,gdT
134404_Patient1_ODNNSP,1.3269893,7.1517134,Naive/CM T
134424_Patient1_ODNNSP,1.3382521,6.445181,gdT
134429_Patient1_ODNNSP,3.3239503,8.151029,Naive/CM T
134446_Patient1_ODNNSP,3.973194,8.390787,Naive/CM T
134477_Patient1_ODNNSP,4.416616,6.539261,Naive/CM T
134532_Patient1_ODNNSP,3.0607986,6.1617966,gdT
134542_Patient1_ODNNSP,3.8122458,8.213675,Naive/CM T
134837_Patient1_ODNNSP,3.6351902,7.034994,Naive/CM T
134920_Patient1_ODNNSP,1.010963,7.532252,Naive/CM T
134922_Patient1_ODNNSP,0.9063137,5.883987,Naive/CM T
134959_Patient1_ODNNSP,3.209155,8.087888,Naive/CM T
134975_Patient1_ODNNSP,4.598155,6.184489,Naive/CM T
134998_Patient1_ODNNSP,2.6381156,7.8324814,Naive/CM T
135000_Patient1_ODNNSP,1.227239,7.271232,Naive/CM T
135005_Patient1_ODNNSP,3.9683006,8.31917,Naive/CM T
135009_Patient1_ODNNSP,1.8832031,7.4893293,Naive/CM T
135022_Patient1_ODNNSP,2.2080665,7.420593,Naive/CM T
135237_Patient1_ODNNSP,-1.1310093,5.983293,gdT
135247_Patient1_ODNNSP,5.037905,7.0932827,Naive/CM T
135253_Patient1_ODNNSP,3.681657,6.2696,Naive/CM T
135254_Patient1_ODNNSP,5.205469,7.8704057,Naive/CM T
135367_Patient1_ODNNSP,2.8458295,7.486032,Naive/CM T
135487_Patient1_ODNNSP,2.7917345,7.676129,Naive/CM T
135509_Patient1_ODNNSP,3.4400845,7.3638654,Naive/CM T
135646_Patient1_ODNNSP,8.613599,7.4655175,Naive/CM T
135734_Patient1_ODNNSP,-0.34220025,6.9260273,gdT
135806_Patient1_ODNNSP,5.148437,-1.4354953,Naive/CM T
135807_Patient1_ODNNSP,3.0186417,-0.54876584,Naive/CM T
135808_Patient1_ODNNSP,4.8876605,-1.4450489,Naive/CM T
135842_Patient1_ODNNSP,4.7078214,6.4710946,Naive/CM T
135847_Patient1_ODNNSP,8.46534,0.69464475,Naive/CM T
135964_Patient1_ODNNSP,0.5057672,-0.08155678,gdT
135968_Patient1_ODNNSP,4.239856,6.5527415,Naive/CM T
136229_Patient1_ODNNSP,3.6655495,7.8527513,Naive/CM T
136701_Patient1_ODNNSP,3.1181448,7.9155064,Naive/CM T
137235_Patient1_ODNNSP,-1.7442354,5.3695054,gdT
137649_Patient1_ODNNSP,8.288038,0.40478483,Naive/CM T
138650_Patient1_ODNNSP,1.2226357,4.8583555,Naive/CM T
138774_Patient1_ODNNSP,3.0537417,6.4817047,Naive/CM T
139036_Patient1_ODNNSP,5.0187545,7.345116,Naive/CM T
139671_Patient1_ODNNSP,4.271756,4.666657,Cytotoxic T
141563_Patient1_ODNNSP,5.075106,4.18035,Naive/CM T
141564_Patient1_ODNNSP,3.3805122,4.304444,Proliferating T
144007_Patient1_ODNNSP,3.8043776,3.8546424,Proliferating T
144882_Patient1_ODNNSP,4.768055,-0.87511724,Naive/CM T
144885_Patient1_ODNNSP,3.9681118,-0.1910845,Naive/CM T
145110_Patient1_ODNNSP,6.1361985,0.37872583,Naive/CM T
145464_Patient1_ODNNSP,1.3479011,4.0048223,gdT
145496_Patient1_ODNNSP,-0.4631439,6.5453906,gdT
145753_Patient1_ODNNSP,3.4277427,6.9111276,Naive/CM T
147459_Patient1_ODNNSP,0.2820613,7.244899,gdT
147821_Patient1_ODNNSP,5.4986534,-0.6999577,Naive/CM T
147828_Patient1_ODNNSP,4.048379,-0.8706085,Naive/CM T
147831_Patient1_ODNNSP,5.080642,2.6685019,Naive/CM T
147840_Patient1_ODNNSP,5.5823746,2.7309322,Naive/CM T
147841_Patient1_ODNNSP,5.816478,-0.33681536,Naive/CM T
147867_Patient1_ODNNSP,8.564422,4.6898446,Naive/CM T
147873_Patient1_ODNNSP,6.786189,-0.5147811,Naive/CM T
147877_Patient1_ODNNSP,4.4886446,1.189244,Naive/CM T
147880_Patient1_ODNNSP,5.594425,-0.47214064,Naive/CM T
147888_Patient1_ODNNSP,5.1583714,1.3210877,Naive/CM T
147890_Patient1_ODNNSP,6.4482236,-0.108313486,Naive/CM T
147891_Patient1_ODNNSP,6.1234665,3.882963,Naive/CM T
147896_Patient1_ODNNSP,6.81159,2.1520264,Naive/CM T
147898_Patient1_ODNNSP,5.1075377,2.5922866,Naive/CM T
147901_Patient1_ODNNSP,5.887371,2.6705215,Naive/CM T
147905_Patient1_ODNNSP,7.8259625,1.1249226,Naive/CM T
147906_Patient1_ODNNSP,5.22858,-0.4512224,Naive/CM T
147911_Patient1_ODNNSP,5.621965,-0.27506918,Naive/CM T
147918_Patient1_ODNNSP,5.828993,0.029024214,Naive/CM T
147929_Patient1_ODNNSP,5.9631014,1.7791852,Naive/CM T
147931_Patient1_ODNNSP,5.823603,2.8090973,Naive/CM T
147934_Patient1_ODNNSP,5.5239806,2.6715827,Naive/CM T
147935_Patient1_ODNNSP,6.809561,2.2950358,Naive/CM T
147937_Patient1_ODNNSP,7.1720877,0.5254521,Naive/CM T
147941_Patient1_ODNNSP,5.0410337,0.69464123,Naive/CM T
147944_Patient1_ODNNSP,6.9852257,3.6005995,Naive/CM T
147950_Patient1_ODNNSP,6.9811215,0.7725017,Naive/CM T
147954_Patient1_ODNNSP,7.660376,2.2501276,Naive/CM T
147956_Patient1_ODNNSP,5.696349,1.1193588,Naive/CM T
147958_Patient1_ODNNSP,7.0384016,1.3257501,Naive/CM T
147960_Patient1_ODNNSP,7.335512,2.4672499,Naive/CM T
147962_Patient1_ODNNSP,6.45587,2.3975687,Naive/CM T
147963_Patient1_ODNNSP,1.752131,3.4962914,Proliferating T
147964_Patient1_ODNNSP,2.0643976,2.5809007,Cytotoxic T
147965_Patient1_ODNNSP,5.6339087,0.22423282,Naive/CM T
147966_Patient1_ODNNSP,6.8969736,0.34460786,Naive/CM T
147967_Patient1_ODNNSP,6.6179724,2.293666,Naive/CM T
147968_Patient1_ODNNSP,7.2468333,2.3315547,Naive/CM T
147969_Patient1_ODNNSP,6.395167,2.8157485,Naive/CM T
147975_Patient1_ODNNSP,6.400656,3.3243632,Naive/CM T
147977_Patient1_ODNNSP,6.39697,2.8765821,Naive/CM T
147978_Patient1_ODNNSP,6.323225,1.4959139,Naive/CM T
147980_Patient1_ODNNSP,2.607781,7.5011163,Naive/CM T
147982_Patient1_ODNNSP,7.555827,5.3469577,Naive/CM T
147984_Patient1_ODNNSP,6.5552955,0.38215235,Naive/CM T
147986_Patient1_ODNNSP,7.931714,3.6345565,Naive/CM T
147987_Patient1_ODNNSP,6.35677,2.5005083,Naive/CM T
147990_Patient1_ODNNSP,5.4075727,5.937944,Naive/CM T
147993_Patient1_ODNNSP,7.838616,4.907,Naive/CM T
147995_Patient1_ODNNSP,4.3668127,4.652861,Naive/CM T
147996_Patient1_ODNNSP,9.124691,5.9347224,Naive/CM T
147998_Patient1_ODNNSP,4.897021,4.554854,Naive/CM T
147999_Patient1_ODNNSP,3.512098,7.8883624,Naive/CM T
148002_Patient1_ODNNSP,8.778748,2.488702,Naive/CM T
148017_Patient1_ODNNSP,3.1430633,1.170396,Cytotoxic T
148018_Patient1_ODNNSP,6.524458,1.816379,Naive/CM T
148019_Patient1_ODNNSP,5.6552587,2.0869384,Naive/CM T
148020_Patient1_ODNNSP,6.766938,2.7768128,Naive/CM T
148021_Patient1_ODNNSP,6.231514,1.0765014,Naive/CM T
148022_Patient1_ODNNSP,6.6442676,2.4083123,Naive/CM T
148024_Patient1_ODNNSP,7.9914274,4.4165998,Naive/CM T
148027_Patient1_ODNNSP,6.1576986,1.1224797,Naive/CM T
148028_Patient1_ODNNSP,5.796174,1.7653211,Naive/CM T
148033_Patient1_ODNNSP,6.4660687,1.9595308,Naive/CM T
148035_Patient1_ODNNSP,4.365435,-1.1223651,Naive/CM T
148041_Patient1_ODNNSP,6.175358,0.8309299,Naive/CM T
148064_Patient1_ODNNSP,6.8733883,1.5101215,Naive/CM T
148066_Patient1_ODNNSP,5.887183,1.1384419,Naive/CM T
148067_Patient1_ODNNSP,6.464585,2.388554,Naive/CM T
148071_Patient1_ODNNSP,6.4355316,0.9128425,Naive/CM T
148082_Patient1_ODNNSP,5.585573,1.8003868,Naive/CM T
148083_Patient1_ODNNSP,8.458202,2.475727,Naive/CM T
148084_Patient1_ODNNSP,9.820776,5.022155,Naive/CM T
148085_Patient1_ODNNSP,6.3164616,2.2463493,Naive/CM T
148086_Patient1_ODNNSP,5.761662,2.7749908,Naive/CM T
148087_Patient1_ODNNSP,5.718218,0.3987884,Naive/CM T
148088_Patient1_ODNNSP,6.9478984,0.040337414,Naive/CM T
148089_Patient1_ODNNSP,8.387165,1.0731244,Naive/CM T
148092_Patient1_ODNNSP,7.251733,4.299905,Naive/CM T
148094_Patient1_ODNNSP,6.5103045,1.1733365,Naive/CM T
148095_Patient1_ODNNSP,6.783629,3.525132,Naive/CM T
148096_Patient1_ODNNSP,6.193164,4.0216913,Naive/CM T
148097_Patient1_ODNNSP,7.938698,0.23865709,Naive/CM T
148098_Patient1_ODNNSP,6.977763,3.6991992,Naive/CM T
148099_Patient1_ODNNSP,7.6540494,1.6598542,Naive/CM T
148101_Patient1_ODNNSP,5.3101106,3.4464967,Naive/CM T
148106_Patient1_ODNNSP,3.5698845,6.3868003,Naive/CM T
148108_Patient1_ODNNSP,6.8568244,0.40508556,Naive/CM T
148112_Patient1_ODNNSP,6.55673,3.0324433,Naive/CM T
148113_Patient1_ODNNSP,5.5833282,2.737648,Naive/CM T
148114_Patient1_ODNNSP,4.597468,1.4237833,Naive/CM T
148115_Patient1_ODNNSP,9.276077,3.9962556,Naive/CM T
148117_Patient1_ODNNSP,6.2911887,-0.37901056,Naive/CM T
148118_Patient1_ODNNSP,6.574378,-0.120685436,Naive/CM T
148123_Patient1_ODNNSP,8.090353,2.0467153,Naive/CM T
148128_Patient1_ODNNSP,7.6997943,2.5747755,Naive/CM T
148129_Patient1_ODNNSP,2.7971485,7.2322206,Naive/CM T
148140_Patient1_ODNNSP,7.9325156,2.8238192,Naive/CM T
148141_Patient1_ODNNSP,6.430568,0.7311931,Naive/CM T
148144_Patient1_ODNNSP,10.085376,5.1160927,Naive/CM T
148148_Patient1_ODNNSP,6.1384144,1.1679494,Naive/CM T
148149_Patient1_ODNNSP,7.3281317,2.444774,Naive/CM T
148151_Patient1_ODNNSP,7.26445,2.5009015,Naive/CM T
148156_Patient1_ODNNSP,2.4345868,7.537757,Naive/CM T
148157_Patient1_ODNNSP,0.44040933,7.136819,gdT
148158_Patient1_ODNNSP,6.691996,3.0839882,Naive/CM T
148161_Patient1_ODNNSP,7.850861,4.6292663,Naive/CM T
148162_Patient1_ODNNSP,9.637623,4.843107,Naive/CM T
148164_Patient1_ODNNSP,6.5026636,3.5217724,Naive/CM T
148165_Patient1_ODNNSP,6.931205,2.9029174,Naive/CM T
148166_Patient1_ODNNSP,6.1796403,2.918593,Naive/CM T
148167_Patient1_ODNNSP,7.4859056,4.2417374,Naive/CM T
148171_Patient1_ODNNSP,8.1822195,4.0466223,Naive/CM T
148173_Patient1_ODNNSP,9.873172,3.66787,Naive/CM T
148174_Patient1_ODNNSP,7.6858892,3.58291,Naive/CM T
148175_Patient1_ODNNSP,6.510395,2.7760987,Naive/CM T
148177_Patient1_ODNNSP,6.239212,2.758902,Naive/CM T
148178_Patient1_ODNNSP,5.6676416,3.191787,Naive/CM T
148179_Patient1_ODNNSP,10.017474,4.379546,Naive/CM T
148180_Patient1_ODNNSP,6.0561247,-0.28330922,Naive/CM T
148181_Patient1_ODNNSP,6.144798,2.3815534,Naive/CM T
148182_Patient1_ODNNSP,9.442041,4.8076906,Naive/CM T
148184_Patient1_ODNNSP,7.5313044,4.6263156,Naive/CM T
148185_Patient1_ODNNSP,8.987489,4.4109488,Naive/CM T
148190_Patient1_ODNNSP,6.2669635,1.0438434,Naive/CM T
148191_Patient1_ODNNSP,9.1730175,3.5046744,Naive/CM T
148196_Patient1_ODNNSP,5.6938396,3.1024294,Naive/CM T
148199_Patient1_ODNNSP,9.908148,4.880991,Naive/CM T
148204_Patient1_ODNNSP,7.2372255,3.883544,Naive/CM T
148207_Patient1_ODNNSP,5.873059,2.2742321,Naive/CM T
148208_Patient1_ODNNSP,8.902562,4.2991095,Naive/CM T
148209_Patient1_ODNNSP,5.9440894,2.8865664,Naive/CM T
148219_Patient1_ODNNSP,7.493183,2.5172834,Naive/CM T
148220_Patient1_ODNNSP,7.3427324,3.0900774,Naive/CM T
148221_Patient1_ODNNSP,6.9573975,3.5248494,Naive/CM T
148222_Patient1_ODNNSP,8.645975,3.0803804,Naive/CM T
148224_Patient1_ODNNSP,7.720905,3.7682772,Naive/CM T
148226_Patient1_ODNNSP,3.1868951,1.8789964,Cytotoxic T
148228_Patient1_ODNNSP,8.943565,2.3294191,Naive/CM T
148229_Patient1_ODNNSP,8.941646,2.825081,Naive/CM T
148230_Patient1_ODNNSP,8.19372,2.8090253,Naive/CM T
148231_Patient1_ODNNSP,8.725812,4.3701816,Naive/CM T
148233_Patient1_ODNNSP,7.467992,2.473153,Naive/CM T
148235_Patient1_ODNNSP,7.1641765,3.2693565,Naive/CM T
148236_Patient1_ODNNSP,7.3097115,3.858342,Naive/CM T
148238_Patient1_ODNNSP,8.928826,4.5499144,Naive/CM T
148241_Patient1_ODNNSP,8.87103,1.4724615,Naive/CM T
148245_Patient1_ODNNSP,7.051159,2.9343095,Naive/CM T
148251_Patient1_ODNNSP,5.9123855,4.6207237,Naive/CM T
148258_Patient1_ODNNSP,5.9859343,2.2181973,Naive/CM T
148262_Patient1_ODNNSP,7.500545,3.0047343,Naive/CM T
148263_Patient1_ODNNSP,7.160988,2.1788337,Naive/CM T
148264_Patient1_ODNNSP,6.981941,3.3883867,Naive/CM T
148265_Patient1_ODNNSP,5.616192,2.671797,Naive/CM T
148266_Patient1_ODNNSP,5.6703715,2.9151533,Naive/CM T
148267_Patient1_ODNNSP,7.8765893,4.035074,Naive/CM T
148269_Patient1_ODNNSP,7.023407,2.268451,Naive/CM T
148270_Patient1_ODNNSP,7.569411,3.0896082,Naive/CM T
148273_Patient1_ODNNSP,7.8889766,4.3583417,Naive/CM T
148274_Patient1_ODNNSP,8.505217,2.2969825,Naive/CM T
148276_Patient1_ODNNSP,7.2162414,2.0094519,Naive/CM T
148278_Patient1_ODNNSP,9.259257,5.313107,Naive/CM T
148280_Patient1_ODNNSP,8.110839,3.3295147,Naive/CM T
148281_Patient1_ODNNSP,7.1553864,3.0502198,Naive/CM T
148284_Patient1_ODNNSP,6.195407,0.6504771,Naive/CM T
148287_Patient1_ODNNSP,9.983379,4.4644504,Naive/CM T
148292_Patient1_ODNNSP,6.2286186,3.058726,Naive/CM T
148293_Patient1_ODNNSP,5.9259048,3.3973563,Naive/CM T
148296_Patient1_ODNNSP,6.8136134,2.0999818,Naive/CM T
148297_Patient1_ODNNSP,6.2480855,1.3889232,Naive/CM T
148300_Patient1_ODNNSP,6.1159244,2.525447,Naive/CM T
148301_Patient1_ODNNSP,6.3947754,0.006819981,Naive/CM T
148306_Patient1_ODNNSP,5.881187,-0.018474847,Naive/CM T
148309_Patient1_ODNNSP,5.8678102,2.401844,Naive/CM T
148314_Patient1_ODNNSP,4.053288,1.5804247,Naive/CM T
148316_Patient1_ODNNSP,6.247011,1.328773,Naive/CM T
148318_Patient1_ODNNSP,6.039675,2.6786013,Naive/CM T
148319_Patient1_ODNNSP,5.7843204,2.649617,Naive/CM T
148321_Patient1_ODNNSP,6.4670877,1.3086994,Naive/CM T
148323_Patient1_ODNNSP,8.569292,3.7458098,Naive/CM T
148329_Patient1_ODNNSP,8.600803,3.8958945,Naive/CM T
