id,umap1,umap2,T_subtype
83823_Patient2_ODNNBG,1.088019,1.834268,Cytotoxic T
83824_Patient2_ODNNBG,1.7223141,1.4204227,Cytotoxic T
83828_Patient2_ODNNBG,-0.12957905,1.353076,Cytotoxic T
83829_Patient2_ODNNBG,3.27483,3.4265351,Cytotoxic T
83830_Patient2_ODNNBG,1.5392363,1.7811362,Cytotoxic T
83831_Patient2_ODNNBG,1.1708834,1.453535,Cytotoxic T
83832_Patient2_ODNNBG,0.36362132,-0.31236243,Cytotoxic T
83833_Patient2_ODNNBG,3.044438,3.3556907,Cytotoxic T
83834_Patient2_ODNNBG,3.0413709,3.4438672,Cytotoxic T
83835_Patient2_ODNNBG,4.00437,2.3370004,Naive/CM T
83836_Patient2_ODNNBG,-0.32731804,1.2203366,Cytotoxic T
83904_Patient2_ODNNBG,-0.063848995,3.5577104,Cytotoxic T
83905_Patient2_ODNNBG,2.4017265,6.0137105,gdT
83906_Patient2_ODNNBG,-1.1613232,6.257476,gdT
83907_Patient2_ODNNBG,2.2967193,3.5590084,Cytotoxic T
83908_Patient2_ODNNBG,-0.90701485,3.6962276,gdT
83909_Patient2_ODNNBG,-0.075021446,1.9663019,Cytotoxic T
83927_Patient2_ODNNBG,0.41397008,5.750885,gdT
83953_Patient2_ODNNBG,0.24702734,2.4333696,Cytotoxic T
83962_Patient2_ODNNBG,1.0707213,0.8166997,Cytotoxic T
83963_Patient2_ODNNBG,2.0771143,0.82928264,Cytotoxic T
84145_Patient2_ODNNBG,-1.1025165,6.6744237,gdT
84580_Patient2_ODNNBG,0.44887927,0.7052217,Cytotoxic T
84581_Patient2_ODNNBG,2.3653946,3.9504755,Proliferating T
84582_Patient2_ODNNBG,0.9118509,3.6382241,Proliferating T
84583_Patient2_ODNNBG,0.46358153,0.85515213,Cytotoxic T
84584_Patient2_ODNNBG,2.0757537,2.5798767,Cytotoxic T
84587_Patient2_ODNNBG,1.3256563,0.8314118,Cytotoxic T
84588_Patient2_ODNNBG,2.1049974,-0.8341119,gdT
84589_Patient2_ODNNBG,0.22433281,0.92817855,Cytotoxic T
84591_Patient2_ODNNBG,1.3900424,1.9328599,Cytotoxic T
84594_Patient2_ODNNBG,0.2128389,1.6522766,Cytotoxic T
84596_Patient2_ODNNBG,-0.16838917,3.0219584,Cytotoxic T
84597_Patient2_ODNNBG,6.0779476,3.2821271,Naive/CM T
84643_Patient2_ODNNBG,2.7061992,4.877268,Treg
84665_Patient2_ODNNBG,-0.55903065,4.053895,gdT
85320_Patient2_ODNNBG,0.19727477,5.0855675,gdT
85328_Patient2_ODNNBG,3.5664952,2.1298583,Cytotoxic T
85330_Patient2_ODNNBG,3.5994656,-0.66607636,Naive/CM T
85333_Patient2_ODNNBG,1.7945093,1.8995152,Cytotoxic T
85335_Patient2_ODNNBG,2.6122398,-1.3224416,Naive/CM T
85336_Patient2_ODNNBG,1.1477331,-0.62588805,Cytotoxic T
85337_Patient2_ODNNBG,1.6439525,-0.8244296,Cytotoxic T
85338_Patient2_ODNNBG,1.2259184,1.4343818,Cytotoxic T
85339_Patient2_ODNNBG,3.725497,2.404775,Cytotoxic T
85342_Patient2_ODNNBG,1.6113955,0.89100474,Cytotoxic T
85343_Patient2_ODNNBG,0.53428125,0.57848346,Cytotoxic T
85344_Patient2_ODNNBG,4.354418,0.29633272,Naive/CM T
85346_Patient2_ODNNBG,2.9663577,3.2903278,Cytotoxic T
85347_Patient2_ODNNBG,4.844291,-0.7137992,Naive/CM T
85348_Patient2_ODNNBG,0.7462645,0.96150655,Cytotoxic T
85353_Patient2_ODNNBG,0.17866828,1.0679771,Cytotoxic T
85354_Patient2_ODNNBG,3.4082391,3.0030935,Cytotoxic T
85355_Patient2_ODNNBG,0.5396983,0.7314699,Cytotoxic T
85356_Patient2_ODNNBG,2.9941943,3.4929748,Cytotoxic T
85357_Patient2_ODNNBG,0.5750547,2.0283186,Cytotoxic T
85359_Patient2_ODNNBG,2.7250464,3.6187336,Cytotoxic T
85360_Patient2_ODNNBG,2.410363,3.331049,Cytotoxic T
85361_Patient2_ODNNBG,1.6543685,1.7655618,Cytotoxic T
85364_Patient2_ODNNBG,1.357323,2.4544327,Cytotoxic T
85379_Patient2_ODNNBG,4.9259725,-1.4154317,Naive/CM T
85429_Patient2_ODNNBG,2.433915,1.6339263,Cytotoxic T
85432_Patient2_ODNNBG,-0.22938241,0.2975659,Cytotoxic T
85435_Patient2_ODNNBG,1.0734868,6.672048,Naive/CM T
85461_Patient2_ODNNBG,0.13349025,7.4502454,gdT
85463_Patient2_ODNNBG,-0.27305496,6.4865174,gdT
85493_Patient2_ODNNBG,-0.7527783,3.6309423,gdT
85634_Patient2_ODNNBG,-0.017893894,2.609232,Cytotoxic T
86291_Patient2_ODNNBG,6.11341,-1.3310127,Naive/CM T
86305_Patient2_ODNNBG,-0.509603,-0.0014070033,Cytotoxic T
86338_Patient2_ODNNBG,3.432203,4.636677,Treg
86489_Patient2_ODNNBG,-0.27656746,5.632758,gdT
86982_Patient2_ODNNBG,1.1656203,5.8341675,gdT
87071_Patient2_ODNNBG,-0.16776776,7.411994,gdT
87074_Patient2_ODNNBG,0.0607959,6.42243,gdT
87076_Patient2_ODNNBG,4.1843452,-0.37302387,Naive/CM T
87078_Patient2_ODNNBG,-0.80710673,5.297182,gdT
87096_Patient2_ODNNBG,1.0213635,6.523604,gdT
87133_Patient2_ODNNBG,0.8006971,7.219089,gdT
87157_Patient2_ODNNBG,0.099795125,5.901294,gdT
87172_Patient2_ODNNBG,0.33164454,6.435282,gdT
87175_Patient2_ODNNBG,0.16417222,7.3264165,gdT
87181_Patient2_ODNNBG,-0.30816206,6.6185217,gdT
87188_Patient2_ODNNBG,-0.33892536,2.805311,Cytotoxic T
87202_Patient2_ODNNBG,0.017825395,3.0982268,Cytotoxic T
87203_Patient2_ODNNBG,0.78640145,4.916815,gdT
87221_Patient2_ODNNBG,-1.0981227,6.655443,gdT
87336_Patient2_ODNNBG,0.28052554,7.2199755,gdT
87346_Patient2_ODNNBG,-1.1355925,6.5063534,gdT
87428_Patient2_ODNNBG,-0.5569064,4.142606,gdT
87435_Patient2_ODNNBG,-0.81161726,5.019804,gdT
87438_Patient2_ODNNBG,-0.6756368,7.0612288,gdT
87483_Patient2_ODNNBG,0.4341787,6.5806665,gdT
87515_Patient2_ODNNBG,3.840557,0.46659315,Naive/CM T
87519_Patient2_ODNNBG,6.43077,0.1619758,Naive/CM T
87526_Patient2_ODNNBG,-1.0600455,5.9152336,gdT
87536_Patient2_ODNNBG,4.5018554,3.8059757,Naive/CM T
87542_Patient2_ODNNBG,3.6987436,2.08793,Cytotoxic T
87544_Patient2_ODNNBG,4.3521066,2.9644117,Cytotoxic T
87561_Patient2_ODNNBG,-0.6315809,0.7035231,gdT
87576_Patient2_ODNNBG,-1.6205826,6.4473677,gdT
87620_Patient2_ODNNBG,-1.4130193,2.085403,gdT
87655_Patient2_ODNNBG,0.45071957,2.8647196,Cytotoxic T
87948_Patient2_ODNNBG,0.099834114,1.8170519,Cytotoxic T
88060_Patient2_ODNNBG,-1.1034967,7.02528,gdT
88116_Patient2_ODNNBG,-0.76422054,5.4964724,gdT
88117_Patient2_ODNNBG,-0.07087997,6.890007,gdT
88118_Patient2_ODNNBG,0.67206156,7.019088,gdT
88119_Patient2_ODNNBG,-0.44465175,5.356067,gdT
88126_Patient2_ODNNBG,0.07337701,7.236753,gdT
88127_Patient2_ODNNBG,0.079174675,5.675057,gdT
88180_Patient2_ODNNBG,5.016533,1.6881778,Naive/CM T
88181_Patient2_ODNNBG,3.7830112,1.9281163,Cytotoxic T
88182_Patient2_ODNNBG,2.7015033,1.7877039,Cytotoxic T
88202_Patient2_ODNNBG,0.36965784,5.625706,gdT
88203_Patient2_ODNNBG,0.5318144,4.0099196,gdT
88211_Patient2_ODNNBG,2.647357,3.6505623,Cytotoxic T
88212_Patient2_ODNNBG,0.21322127,2.6963496,Cytotoxic T
88213_Patient2_ODNNBG,1.0270727,2.3119779,Cytotoxic T
88228_Patient2_ODNNBG,-0.29895762,7.1362185,gdT
88233_Patient2_ODNNBG,0.9389354,5.590934,gdT
88318_Patient2_ODNNBG,1.5646092,4.2231016,gdT
88319_Patient2_ODNNBG,0.66560346,5.6353455,gdT
88338_Patient2_ODNNBG,0.9195898,0.28802994,Cytotoxic T
88341_Patient2_ODNNBG,1.511091,-0.5931529,Cytotoxic T
88342_Patient2_ODNNBG,1.6535939,-0.42092818,Naive/CM T
88345_Patient2_ODNNBG,4.3443613,-1.1828073,Naive/CM T
88350_Patient2_ODNNBG,0.98854023,1.4008983,Cytotoxic T
88359_Patient2_ODNNBG,0.77901995,2.878247,Cytotoxic T
88360_Patient2_ODNNBG,-0.12601662,3.086527,Cytotoxic T
88370_Patient2_ODNNBG,5.0311985,0.7295703,Naive/CM T
88371_Patient2_ODNNBG,0.84433407,1.6651907,Cytotoxic T
88374_Patient2_ODNNBG,1.5559336,0.9374692,Cytotoxic T
88378_Patient2_ODNNBG,0.72794443,1.9302738,Cytotoxic T
88385_Patient2_ODNNBG,3.3499928,-0.47478765,Naive/CM T
88395_Patient2_ODNNBG,-0.76432145,3.6100237,Cytotoxic T
88397_Patient2_ODNNBG,0.9804622,3.560451,gdT
88402_Patient2_ODNNBG,-0.106627814,0.1847603,Cytotoxic T
88429_Patient2_ODNNBG,6.0925727,-0.7209408,Naive/CM T
88431_Patient2_ODNNBG,3.6335905,2.7560568,Cytotoxic T
88434_Patient2_ODNNBG,1.6659663,0.41526905,Cytotoxic T
88444_Patient2_ODNNBG,0.35624892,1.2052677,Cytotoxic T
88445_Patient2_ODNNBG,3.4959097,1.958062,Cytotoxic T
88452_Patient2_ODNNBG,1.0540724,-0.21292669,Cytotoxic T
88475_Patient2_ODNNBG,-0.9180511,7.111343,gdT
88476_Patient2_ODNNBG,-0.7707333,5.7518015,gdT
88477_Patient2_ODNNBG,-1.4603199,5.90488,gdT
88480_Patient2_ODNNBG,0.4660162,7.317455,gdT
88509_Patient2_ODNNBG,1.5542666,4.793346,gdT
88525_Patient2_ODNNBG,2.1893756,4.1545815,Cytotoxic T
88683_Patient2_ODNNBG,0.10131248,7.3826585,gdT
88684_Patient2_ODNNBG,-1.3790174,6.315846,gdT
88692_Patient2_ODNNBG,0.6983403,0.014541691,Cytotoxic T
88693_Patient2_ODNNBG,2.5158987,3.7748797,Cytotoxic T
88831_Patient2_ODNNBG,-1.1130036,3.5445123,gdT
88844_Patient2_ODNNBG,3.7363386,-0.029819775,Naive/CM T
88848_Patient2_ODNNBG,-0.24943565,3.297988,gdT
88978_Patient2_ODNNBG,-0.06414369,3.5126803,Cytotoxic T
89032_Patient2_ODNNBG,0.5221229,5.304663,gdT
89051_Patient2_ODNNBG,6.8363986,1.7342803,Naive/CM T
89052_Patient2_ODNNBG,3.4215493,-0.093862094,Cytotoxic T
89056_Patient2_ODNNBG,4.763932,-1.2950162,Naive/CM T
89071_Patient2_ODNNBG,2.1519415,1.163957,Cytotoxic T
89080_Patient2_ODNNBG,0.26529926,5.5132346,gdT
89106_Patient2_ODNNBG,4.307688,-0.8159377,Naive/CM T
89108_Patient2_ODNNBG,3.3066547,1.8210438,Cytotoxic T
89109_Patient2_ODNNBG,3.4567075,2.5628324,Cytotoxic T
89115_Patient2_ODNNBG,2.3944943,2.0442247,Cytotoxic T
89131_Patient2_ODNNBG,-0.25218004,7.1149592,gdT
89143_Patient2_ODNNBG,3.4338925,1.6150581,Cytotoxic T
89152_Patient2_ODNNBG,3.546628,1.8495071,Cytotoxic T
89157_Patient2_ODNNBG,0.80785584,3.2324665,gdT
89165_Patient2_ODNNBG,3.0073087,4.0084124,Cytotoxic T
89166_Patient2_ODNNBG,0.47792822,1.6690682,Cytotoxic T
89170_Patient2_ODNNBG,1.2423978,2.3458052,Cytotoxic T
89173_Patient2_ODNNBG,-1.2731106,4.520359,gdT
89176_Patient2_ODNNBG,1.4294711,2.4322684,Cytotoxic T
89856_Patient2_ODNNBG,-0.010336885,7.2967887,gdT
89867_Patient2_ODNNBG,0.29314065,5.690206,gdT
90118_Patient2_ODNNBG,-0.7279446,4.2349854,gdT
90541_Patient2_ODNNBG,1.4907451,0.30349112,Cytotoxic T
90925_Patient2_ODNNBG,0.09120191,7.4674244,gdT
91447_Patient2_ODNNBG,-1.255712,7.3123817,gdT
91450_Patient2_ODNNBG,-1.1252289,7.0652795,gdT
91472_Patient2_ODNNBG,-1.267605,6.519627,gdT
91496_Patient2_ODNNBG,3.9991376,1.669089,Naive/CM T
91499_Patient2_ODNNBG,-1.0340006,5.1502457,gdT
91523_Patient2_ODNNBG,-0.15516596,7.597734,gdT
91528_Patient2_ODNNBG,-1.6684338,6.471736,gdT
91532_Patient2_ODNNBG,-1.2939539,4.9903746,Cytotoxic T
91536_Patient2_ODNNBG,-0.17095874,4.729529,gdT
91555_Patient2_ODNNBG,0.10198863,6.257225,gdT
91566_Patient2_ODNNBG,2.6228375,3.4505064,gdT
91573_Patient2_ODNNBG,2.1866403,0.83649665,gdT
91715_Patient2_ODNNBG,-0.5540836,4.577872,gdT
91717_Patient2_ODNNBG,-0.21396291,3.116972,Cytotoxic T
91723_Patient2_ODNNBG,2.2763786,3.6733842,Cytotoxic T
91727_Patient2_ODNNBG,-1.5825466,4.265668,gdT
91736_Patient2_ODNNBG,1.4191153,1.7730122,Cytotoxic T
91914_Patient2_ODNNBG,-1.3259585,5.500104,gdT
91943_Patient2_ODNNBG,0.22206448,7.363479,gdT
91963_Patient2_ODNNBG,1.5809709,2.5609455,Naive/CM T
91964_Patient2_ODNNBG,0.824579,2.7532432,Cytotoxic T
91966_Patient2_ODNNBG,3.9850132,3.395999,Naive/CM T
91971_Patient2_ODNNBG,0.8219357,4.171436,gdT
92014_Patient2_ODNNBG,1.1687607,3.9943967,gdT
92017_Patient2_ODNNBG,2.9396875,3.2402718,Cytotoxic T
92018_Patient2_ODNNBG,-0.6719727,6.188609,gdT
92020_Patient2_ODNNBG,-1.2229791,4.7110615,gdT
92022_Patient2_ODNNBG,0.57300055,3.7258427,gdT
92027_Patient2_ODNNBG,-0.70676684,2.9034913,Cytotoxic T
92379_Patient2_ODNNBG,-2.0095177,4.828572,gdT
92380_Patient2_ODNNBG,-1.4721836,4.5300984,gdT
92436_Patient2_ODNNBG,0.9724352,6.092313,gdT
92841_Patient2_ODNNBG,-0.2660318,4.8146954,gdT
92853_Patient2_ODNNBG,0.093474284,7.097395,gdT
92893_Patient2_ODNNBG,-0.5108914,7.076173,gdT
92896_Patient2_ODNNBG,-1.3889799,5.2537146,gdT
93678_Patient2_ODNNBG,-0.69757885,7.3504558,gdT
93681_Patient2_ODNNBG,-0.60822505,6.7602715,gdT
93688_Patient2_ODNNBG,-0.9787515,7.175775,gdT
94001_Patient2_ODNNBG,0.08631021,7.644637,gdT
94002_Patient2_ODNNBG,0.57589984,7.599013,gdT
94005_Patient2_ODNNBG,0.77607787,7.4868264,gdT
94030_Patient2_ODNNBG,-1.8715626,6.88512,gdT
94086_Patient2_ODNNBG,-0.7766202,7.5412426,gdT
94091_Patient2_ODNNBG,-0.39999056,7.377909,gdT
94094_Patient2_ODNNBG,-0.61505204,4.0562696,gdT
94095_Patient2_ODNNBG,3.339934,4.5066295,Naive/CM T
94099_Patient2_ODNNBG,2.114408,0.25457034,Naive/CM T
94108_Patient2_ODNNBG,-0.7558644,6.53719,gdT
94125_Patient2_ODNNBG,2.4047546,-1.1762615,gdT
94133_Patient2_ODNNBG,-1.0126778,3.0075796,gdT
94142_Patient2_ODNNBG,0.29885054,6.27926,gdT
94146_Patient2_ODNNBG,-0.7716634,5.5596833,gdT
94148_Patient2_ODNNBG,1.8819174,4.1342673,Cytotoxic T
94182_Patient2_ODNNBG,-1.2354053,6.8622494,gdT
94230_Patient2_ODNNBG,0.9221512,7.4153686,gdT
94329_Patient2_ODNNBG,-0.50896233,6.4835067,gdT
94439_Patient2_ODNNBG,-1.9118094,6.0218544,gdT
94440_Patient2_ODNNBG,-2.0163195,5.028918,gdT
94507_Patient2_ODNNBG,-1.9610968,5.144111,gdT
94514_Patient2_ODNNBG,-1.7447424,3.6823583,gdT
94522_Patient2_ODNNBG,1.6448835,6.6492553,gdT
94524_Patient2_ODNNBG,-0.49981984,7.162461,gdT
94526_Patient2_ODNNBG,-1.708333,5.6084366,gdT
94531_Patient2_ODNNBG,1.7312423,6.5778584,gdT
94551_Patient2_ODNNBG,-1.8572595,6.5543694,gdT
94563_Patient2_ODNNBG,0.1020557,5.441309,gdT
94565_Patient2_ODNNBG,4.6156588,-1.5414852,gdT
94636_Patient2_ODNNBG,-0.354461,5.595686,gdT
94723_Patient2_ODNNBG,-0.48308325,6.3106484,gdT
94724_Patient2_ODNNBG,-0.94800115,7.4471993,gdT
94731_Patient2_ODNNBG,5.724996,1.7370849,Naive/CM T
94735_Patient2_ODNNBG,4.570621,2.3648663,Cytotoxic T
94747_Patient2_ODNNBG,3.7926898,2.2721984,Cytotoxic T
94753_Patient2_ODNNBG,4.0390735,0.6978578,Naive/CM T
94755_Patient2_ODNNBG,2.68245,2.6903946,Cytotoxic T
94758_Patient2_ODNNBG,1.1448653,0.8924996,Cytotoxic T
94760_Patient2_ODNNBG,4.277268,-0.3004546,Naive/CM T
94762_Patient2_ODNNBG,1.4704425,0.5264577,Cytotoxic T
94765_Patient2_ODNNBG,2.4918573,2.3198369,Cytotoxic T
94772_Patient2_ODNNBG,3.340716,-1.1122317,Naive/CM T
94776_Patient2_ODNNBG,-0.30741552,4.8357515,gdT
94783_Patient2_ODNNBG,3.6899776,4.4163027,Treg
94870_Patient2_ODNNBG,-0.14646369,1.3538353,Cytotoxic T
94871_Patient2_ODNNBG,2.1277852,0.52105385,gdT
94872_Patient2_ODNNBG,-1.1710596,5.6983852,gdT
94875_Patient2_ODNNBG,-0.5507552,2.908389,gdT
94876_Patient2_ODNNBG,-0.87570596,6.0392213,gdT
94877_Patient2_ODNNBG,0.277879,6.129365,gdT
94892_Patient2_ODNNBG,-1.5845903,6.3439746,gdT
94898_Patient2_ODNNBG,-0.10796641,7.1800556,gdT
94907_Patient2_ODNNBG,1.8524703,3.9664772,Cytotoxic T
94910_Patient2_ODNNBG,-0.13670096,3.3177097,Cytotoxic T
94923_Patient2_ODNNBG,0.33541664,4.1010876,gdT
95016_Patient2_ODNNBG,-2.0216656,5.8636155,gdT
95138_Patient2_ODNNBG,-1.7848853,6.9905663,gdT
95208_Patient2_ODNNBG,-1.3070037,5.51879,gdT
95217_Patient2_ODNNBG,0.930396,1.1007309,Cytotoxic T
95235_Patient2_ODNNBG,-1.6647297,6.8642054,gdT
95385_Patient2_ODNNBG,-1.4836221,7.2840004,gdT
95386_Patient2_ODNNBG,-1.2210357,6.557448,gdT
95474_Patient2_ODNNBG,-1.9002632,5.0894146,gdT
95484_Patient2_ODNNBG,-0.9599291,4.8561535,gdT
95488_Patient2_ODNNBG,-1.4299014,6.1793838,gdT
95521_Patient2_ODNNBG,-1.9790043,4.927493,gdT
95522_Patient2_ODNNBG,3.9169157,-0.3103748,Naive/CM T
95549_Patient2_ODNNBG,3.4278128,-1.2704749,Naive/CM T
95550_Patient2_ODNNBG,0.042731382,7.194351,gdT
95573_Patient2_ODNNBG,2.1309104,6.246229,gdT
95593_Patient2_ODNNBG,-1.2667772,5.5012712,gdT
95754_Patient2_ODNNBG,-0.34832215,2.5318375,Cytotoxic T
95755_Patient2_ODNNBG,1.5921779,4.3759584,gdT
95836_Patient2_ODNNBG,-0.70206404,1.2868599,gdT
95952_Patient2_ODNNBG,-1.0708522,5.3716784,gdT
95958_Patient2_ODNNBG,-0.22320856,7.4701343,gdT
95959_Patient2_ODNNBG,-0.29391786,5.8700795,gdT
96000_Patient2_ODNNBG,-1.5144767,1.7667285,gdT
96014_Patient2_ODNNBG,0.98161095,6.8984203,gdT
96074_Patient2_ODNNBG,0.8276173,7.398821,gdT
96122_Patient2_ODNNBG,1.0110465,2.9967191,Cytotoxic T
96125_Patient2_ODNNBG,-0.3792523,4.0113664,gdT
96136_Patient2_ODNNBG,-0.40741402,7.264449,gdT
96381_Patient2_ODNNBG,2.642164,5.9226503,Treg
96382_Patient2_ODNNBG,2.6054306,6.564053,gdT
96443_Patient2_ODNNBG,1.874196,0.97818315,Cytotoxic T
96451_Patient2_ODNNBG,-0.58713174,5.2613792,gdT
96455_Patient2_ODNNBG,-1.6942266,6.0708294,gdT
96464_Patient2_ODNNBG,2.3067038,3.0158246,Cytotoxic T
96468_Patient2_ODNNBG,0.4185026,6.940563,gdT
96469_Patient2_ODNNBG,1.1514375,2.3326874,gdT
96470_Patient2_ODNNBG,3.1293547,5.3863297,Treg
97074_Patient2_ODNNBG,-1.184069,1.3353709,gdT
97078_Patient2_ODNNBG,-1.6963016,3.5837874,gdT
97409_Patient2_ODNNBG,1.8266923,3.539793,Cytotoxic T
97410_Patient2_ODNNBG,0.23283228,2.557352,Cytotoxic T
97636_Patient2_ODNNBG,0.43524158,7.198546,gdT
97660_Patient2_ODNNBG,1.3571503,0.97742265,Cytotoxic T
97673_Patient2_ODNNBG,0.18644728,1.7212439,Cytotoxic T
97674_Patient2_ODNNBG,1.4059285,0.8125088,Cytotoxic T
97675_Patient2_ODNNBG,1.223362,2.1851513,Cytotoxic T
97676_Patient2_ODNNBG,0.4490536,1.8290292,Cytotoxic T
97678_Patient2_ODNNBG,0.95364916,2.965415,Cytotoxic T
97680_Patient2_ODNNBG,-1.3808969,5.101407,gdT
97682_Patient2_ODNNBG,2.0997343,0.9029881,Cytotoxic T
97723_Patient2_ODNNBG,0.40534005,0.33331493,Cytotoxic T
97724_Patient2_ODNNBG,-0.67323476,1.8917397,Cytotoxic T
97725_Patient2_ODNNBG,0.913401,2.347168,Cytotoxic T
97730_Patient2_ODNNBG,0.6114243,0.98287433,Cytotoxic T
97731_Patient2_ODNNBG,2.377884,2.3115315,Cytotoxic T
97732_Patient2_ODNNBG,3.475312,2.27621,Cytotoxic T
97734_Patient2_ODNNBG,-0.47247133,2.2309282,Cytotoxic T
97737_Patient2_ODNNBG,2.2783208,2.1807337,Cytotoxic T
97738_Patient2_ODNNBG,0.6728715,1.1143928,Cytotoxic T
97739_Patient2_ODNNBG,0.9163367,1.8419578,Cytotoxic T
97740_Patient2_ODNNBG,3.0169086,-0.6866008,Naive/CM T
97744_Patient2_ODNNBG,0.5227747,1.0151669,Cytotoxic T
97746_Patient2_ODNNBG,0.97950727,0.60389113,Cytotoxic T
97747_Patient2_ODNNBG,0.3375093,6.930792,gdT
97752_Patient2_ODNNBG,3.623483,0.7221072,Naive/CM T
97753_Patient2_ODNNBG,0.6331449,1.928689,Cytotoxic T
97754_Patient2_ODNNBG,3.1491046,2.334672,Cytotoxic T
97755_Patient2_ODNNBG,1.7734772,1.7880964,Cytotoxic T
97756_Patient2_ODNNBG,1.0371028,1.843514,Cytotoxic T
97757_Patient2_ODNNBG,3.3328717,2.286517,Cytotoxic T
97758_Patient2_ODNNBG,1.8192877,0.9889378,Cytotoxic T
97759_Patient2_ODNNBG,3.0484376,2.3369112,Cytotoxic T
97765_Patient2_ODNNBG,-0.8844448,3.324686,gdT
97766_Patient2_ODNNBG,2.3611772,2.8077347,Cytotoxic T
97768_Patient2_ODNNBG,-1.0805732,1.4685365,Cytotoxic T
98102_Patient2_ODNNBG,-0.48778248,7.3465424,gdT
98453_Patient2_ODNNBG,-0.5135361,2.0189764,Cytotoxic T
98465_Patient2_ODNNBG,-0.17721018,7.2357254,gdT
98586_Patient2_ODNNBG,-0.17818175,3.4893034,Cytotoxic T
99222_Patient2_ODNNBG,0.099709086,5.584721,gdT
99268_Patient2_ODNNBG,-0.9529003,7.2388268,gdT
99294_Patient2_ODNNBG,0.226519,7.3717065,gdT
99309_Patient2_ODNNBG,1.7514377,2.1184478,Cytotoxic T
99311_Patient2_ODNNBG,-0.34944203,2.6858933,Cytotoxic T
99314_Patient2_ODNNBG,0.5421595,5.8396244,gdT
99321_Patient2_ODNNBG,-1.0618719,5.6788564,gdT
99325_Patient2_ODNNBG,1.1150193,2.0083072,Cytotoxic T
99326_Patient2_ODNNBG,0.92075706,0.9760967,Cytotoxic T
99327_Patient2_ODNNBG,-0.13523543,1.4674735,Cytotoxic T
99341_Patient2_ODNNBG,-0.28794947,3.4303298,Cytotoxic T
99352_Patient2_ODNNBG,-1.1200366,6.668677,gdT
99539_Patient2_ODNNBG,0.21253939,7.0537534,gdT
99541_Patient2_ODNNBG,-0.13907276,6.4798107,gdT
99589_Patient2_ODNNBG,-1.1100272,3.8189561,gdT
99774_Patient2_ODNNBG,-0.5529247,3.348134,Cytotoxic T
99855_Patient2_ODNNBG,-0.78443485,3.532219,gdT
99857_Patient2_ODNNBG,2.094139,0.3799667,Cytotoxic T
100240_Patient2_ODNNBG,-1.5117482,5.414372,gdT
100534_Patient2_ODNNBG,0.76623845,2.5396414,Cytotoxic T
100547_Patient2_ODNNBG,2.227541,4.7308483,Cytotoxic T
100650_Patient2_ODNNBG,-0.84897274,4.080841,gdT
100702_Patient2_ODNNBG,4.0103755,3.8890023,Cytotoxic T
100706_Patient2_ODNNBG,-0.5923132,2.71732,Cytotoxic T
100843_Patient2_ODNNBG,2.5555933,0.1894443,Cytotoxic T
100844_Patient2_ODNNBG,-1.1601609,7.0336347,gdT
100852_Patient2_ODNNBG,-0.5409012,4.894193,gdT
100900_Patient2_ODNNBG,-1.0078113,5.0039163,gdT
100902_Patient2_ODNNBG,3.213342,-1.3465021,Naive/CM T
100903_Patient2_ODNNBG,0.82293385,4.4959817,gdT
100910_Patient2_ODNNBG,-0.3146571,2.8931324,Cytotoxic T
100921_Patient2_ODNNBG,-0.2710343,5.753112,gdT
100922_Patient2_ODNNBG,1.7278286,6.656248,gdT
100927_Patient2_ODNNBG,1.2076076,1.1145831,Cytotoxic T
100928_Patient2_ODNNBG,0.5154657,2.1332712,Cytotoxic T
100929_Patient2_ODNNBG,2.8532999,0.5580481,Cytotoxic T
100930_Patient2_ODNNBG,0.01849253,0.8815079,Cytotoxic T
101091_Patient2_ODNNBG,-1.5969603,5.9044547,gdT
101128_Patient2_ODNNBG,0.091039516,5.9745865,gdT
101161_Patient2_ODNNBG,0.7586562,2.369424,Cytotoxic T
101163_Patient2_ODNNBG,3.3184521,-1.181041,Naive/CM T
101164_Patient2_ODNNBG,-0.5431681,7.74588,gdT
101168_Patient2_ODNNBG,2.7205198,4.7976713,Naive/CM T
101169_Patient2_ODNNBG,0.4783643,2.429041,Cytotoxic T
101170_Patient2_ODNNBG,0.03172104,7.2198954,gdT
101171_Patient2_ODNNBG,-0.8146499,3.5972018,gdT
101172_Patient2_ODNNBG,-0.19608177,2.964685,Cytotoxic T
101173_Patient2_ODNNBG,0.90893435,3.3319988,Cytotoxic T
101174_Patient2_ODNNBG,-1.0774404,3.8673813,gdT
101176_Patient2_ODNNBG,3.3727574,0.29198584,Naive/CM T
101177_Patient2_ODNNBG,3.9317162,0.15706505,Naive/CM T
101182_Patient2_ODNNBG,1.8589671,1.5959224,Cytotoxic T
101183_Patient2_ODNNBG,2.671546,3.1018186,Cytotoxic T
101184_Patient2_ODNNBG,-1.1875616,4.4020042,gdT
101185_Patient2_ODNNBG,4.298591,-1.5755763,Naive/CM T
101187_Patient2_ODNNBG,-1.3320034,5.2141986,gdT
101188_Patient2_ODNNBG,1.0227312,2.5597205,Cytotoxic T
101216_Patient2_ODNNBG,-1.2996528,3.51631,Cytotoxic T
101218_Patient2_ODNNBG,-1.1059141,5.701497,gdT
101219_Patient2_ODNNBG,-0.29966238,3.8881857,gdT
101220_Patient2_ODNNBG,-0.061427724,2.4866831,Cytotoxic T
101221_Patient2_ODNNBG,1.7723386,-1.0072356,Cytotoxic T
