id,umap1,umap2,celltype
850_Patient1_0DPHBP,12.538297,-0.86465156,Macrophage
853_Patient1_0DPHBP,12.221707,-1.5396435,Macrophage
884_Patient1_0DPHBP,10.822324,-2.2989328,Macrophage
885_Patient1_0DPHBP,11.472788,2.4362001,Macrophage
897_Patient1_0DPHBP,11.559326,-0.53244966,Macrophage
898_Patient1_0DPHBP,11.076745,-0.3522196,Macrophage
899_Patient1_0DPHBP,11.250253,1.4462281,Macrophage
900_Patient1_0DPHBP,12.425069,-0.83569324,Macrophage
903_Patient1_0DPHBP,12.529084,-1.0263722,Macrophage
904_Patient1_0DPHBP,11.899332,0.28663397,Macrophage
905_Patient1_0DPHBP,11.951025,-0.31496596,Macrophage
906_Patient1_0DPHBP,11.969758,-0.82275474,Macrophage
907_Patient1_0DPHBP,11.591176,-0.6107068,Macrophage
908_Patient1_0DPHBP,11.755564,-0.7727525,Macrophage
909_Patient1_0DPHBP,10.934511,-1.2461271,Macrophage
918_Patient1_0DPHBP,11.863038,0.8776856,Macrophage
919_Patient1_0DPHBP,12.028327,-0.5534515,Macrophage
920_Patient1_0DPHBP,11.766208,0.11541162,Macrophage
921_Patient1_0DPHBP,10.517011,0.17600103,Macrophage
922_Patient1_0DPHBP,12.271765,-0.6068658,Macrophage
925_Patient1_0DPHBP,11.102087,-2.2663946,Macrophage
927_Patient1_0DPHBP,12.560999,-0.7190794,Macrophage
931_Patient1_0DPHBP,1.2427026,4.5251293,Macrophage
932_Patient1_0DPHBP,11.368348,-1.6183829,Macrophage
957_Patient1_0DPHBP,11.774461,-1.0199745,Macrophage
967_Patient1_0DPHBP,12.078867,-1.7141896,Macrophage
976_Patient1_0DPHBP,12.100658,-0.06471076,Macrophage
987_Patient1_0DPHBP,7.325496,-1.5568644,Macrophage
988_Patient1_0DPHBP,11.289873,1.1409447,Macrophage
990_Patient1_0DPHBP,10.289838,-1.1860821,Macrophage
992_Patient1_0DPHBP,10.664719,-0.33981353,Macrophage
995_Patient1_0DPHBP,11.694875,0.67429286,Macrophage
998_Patient1_0DPHBP,11.910089,0.5039098,Macrophage
1000_Patient1_0DPHBP,11.749214,-0.40976676,Macrophage
1012_Patient1_0DPHBP,12.287944,0.7932613,Macrophage
1017_Patient1_0DPHBP,12.606701,-1.0035725,Macrophage
1019_Patient1_0DPHBP,11.5016,-1.7413623,Macrophage
1021_Patient1_0DPHBP,11.356947,3.1801815,Macrophage
1022_Patient1_0DPHBP,10.753837,0.13031124,Macrophage
1026_Patient1_0DPHBP,12.110366,-0.6476803,Macrophage
1028_Patient1_0DPHBP,10.735032,-0.4831354,Macrophage
1043_Patient1_0DPHBP,11.359453,-0.6003143,Macrophage
1046_Patient1_0DPHBP,11.66344,2.3770976,Macrophage
1058_Patient1_0DPHBP,12.243613,0.7804137,Macrophage
1078_Patient1_0DPHBP,10.818605,-0.06515364,Macrophage
1080_Patient1_0DPHBP,11.851137,2.7240722,Macrophage
1090_Patient1_0DPHBP,11.676234,-0.7212,Macrophage
1092_Patient1_0DPHBP,11.624309,-1.1342494,Macrophage
1093_Patient1_0DPHBP,11.522489,-0.7775949,Macrophage
1094_Patient1_0DPHBP,11.864197,-1.4812509,Macrophage
1095_Patient1_0DPHBP,11.89045,-1.5039654,Macrophage
1098_Patient1_0DPHBP,10.932869,-1.1043051,Macrophage
1111_Patient1_0DPHBP,10.625473,0.18592966,Macrophage
1114_Patient1_0DPHBP,11.576008,1.917489,Macrophage
1120_Patient1_0DPHBP,11.750828,-1.7485536,Macrophage
1126_Patient1_0DPHBP,11.399741,-0.5081487,Macrophage
1128_Patient1_0DPHBP,12.389442,-1.2182391,Macrophage
1129_Patient1_0DPHBP,12.584644,-0.80998117,Macrophage
1141_Patient1_0DPHBP,11.412524,-1.9285597,Macrophage
1144_Patient1_0DPHBP,10.759478,-2.1638162,Macrophage
1173_Patient1_0DPHBP,12.136865,-0.91706306,Macrophage
1204_Patient1_0DPHBP,12.318962,-1.0262787,Macrophage
1235_Patient1_0DPHBP,11.728776,-2.0029242,Macrophage
1236_Patient1_0DPHBP,11.716803,-1.4286599,Macrophage
1251_Patient1_0DPHBP,11.351858,0.78903884,Macrophage
1257_Patient1_0DPHBP,11.643598,-1.3533636,Macrophage
1266_Patient1_0DPHBP,11.054041,-0.7141539,Macrophage
1271_Patient1_0DPHBP,12.2964325,-1.277116,Macrophage
1283_Patient1_0DPHBP,12.172835,-1.3890675,Macrophage
1293_Patient1_0DPHBP,0.9243162,4.547704,Macrophage
1304_Patient1_0DPHBP,1.3680379,5.1285963,Macrophage
