T_subtype,Exhaustion score
Cytotoxic CD8T,0.701339395212572
gdT,0.135121403184047
gdT,-0.177427430263785
gdT,-0.393182413855264
gdT,0.681225621423056
gdT,0.589114177615143
Cytotoxic CD8T,-0.135673705699832
Naive/CM T,0.469878007755723
Cytotoxic CD8T,1.19717636463254
Cytotoxic CD8T,1.53783440168513
Cytotoxic CD8T,0.890876251930414
Cytotoxic CD8T,1.15014533109443
Cytotoxic CD8T,1.03624459200127
Cytotoxic CD8T,0.994283997291742
Cytotoxic CD8T,1.40009378477584
gdT,0.217621051877044
Cytotoxic CD8T,0.555284235754678
Cytotoxic CD8T,0.404931470294331
gdT,-0.0953216570477153
gdT,-0.790873710721038
Cytotoxic CD8T,1.55116613343704
gdT,0.423533871672874
gdT,0.381703973814498
Cytotoxic CD8T,0.158968647801598
Cytotoxic CD8T,0.584324376305868
Cytotoxic CD8T,0.881597761996956
gdT,-0.288696661660837
Cytotoxic CD8T,1.04799666648687
Cytotoxic CD8T,1.37097002251203
gdT,-0.09685343010481
gdT,0.00281080911325859
gdT,1.4356199965366
Naive/CM T,0.368026815015216
Cytotoxic CD8T,1.02656014021052
Proliferating CD8T,1.94465522943541
gdT,0.642290092290833
Cytotoxic CD8T,0.00950578556504377
gdT,-0.44189898646155
gdT,0.00958858756131908
Cytotoxic CD8T,1.58713886704555
Treg,1.37314886048782
Cytotoxic CD8T,0.775552346872729
Cytotoxic CD8T,1.47754392756972
Cytotoxic CD8T,0.733528733364371
gdT,-0.264625630933184
gdT,-0.848106916560683
Cytotoxic CD8T,1.32139144542605
Cytotoxic CD8T,1.08370890062908
Cytotoxic CD8T,1.27601931904637
gdT,0.171705104029455
gdT,0.618347029575081
Cytotoxic CD8T,0.743633926746457
gdT,0.245049736555232
Cytotoxic CD8T,0.892024592909702
Cytotoxic CD8T,0.0846025830645893
Cytotoxic CD8T,-0.276783720504405
Cytotoxic CD8T,0.730161068938499
Cytotoxic CD8T,0.328573157731876
Naive/CM T,0.129192501334256
gdT,0.300092351159384
gdT,0.194603800219158
Cytotoxic CD8T,0.992341528604197
Cytotoxic CD8T,1.11082387524981
Cytotoxic CD8T,0.115545434286428
gdT,0.84545356927916
Naive/CM T,0.567334729571675
Cytotoxic CD8T,0.832663545830305
gdT,-0.304315726701603
Cytotoxic CD8T,0.994229062102561
Cytotoxic CD8T,0.491357468006222
gdT,0.267275749029115
Treg,0.422583245565724
Cytotoxic CD8T,0.853012702409611
Treg,0.141285592012627
Treg,0.486779036411019
Treg,0.283944790862327
Treg,0.881267767617869
Cytotoxic CD8T,0.877915770064952
Proliferating CD8T,1.27223169371139
gdT,-0.333678399019463
Cytotoxic CD8T,-0.086018733534702
Cytotoxic CD8T,-0.709934829002202
Cytotoxic CD8T,-0.700725628165311
Cytotoxic CD8T,0.538591663449309
gdT,-0.638556515006131
gdT,-0.408977135946584
gdT,-0.0435197484216025
gdT,-0.158490774465161
Cytotoxic CD8T,0.294860321754632
Cytotoxic CD8T,0.647733938527661
Cytotoxic CD8T,0.703233926462572
gdT,-0.408754416177439
Proliferating CD8T,0.83379659608353
Cytotoxic CD8T,0.397708942502043
gdT,0.100951791807662
Cytotoxic CD8T,0.810347030994504
Cytotoxic CD8T,1.06329318024391
Proliferating CD8T,0.254676350438317
Cytotoxic CD8T,1.2781085772847
gdT,-0.298763740007267
Proliferating CD8T,1.15478837124136
Cytotoxic CD8T,0.419994293922601
Treg,0.957948462907658
Proliferating CD8T,0.98356728132381
Cytotoxic CD8T,0.147498254110646
Treg,-0.0394762846480969
gdT,-0.126360054903252
Cytotoxic CD8T,0.951406626146893
Naive/CM T,-0.00159641354583039
Cytotoxic CD8T,1.22789475551871
gdT,0.302367174015488
Cytotoxic CD8T,0.8120687085528699
Cytotoxic CD8T,0.752482129474018
Cytotoxic CD8T,-0.0245273146518441
gdT,-0.0750879970816678
Cytotoxic CD8T,1.25366127901299
Cytotoxic CD8T,0.505028459415879
Cytotoxic CD8T,0.981451054062954
Cytotoxic CD8T,0.636308675366778
Cytotoxic CD8T,-0.181771958816883
Cytotoxic CD8T,0.562103239547374
Cytotoxic CD8T,0.516826728998228
Cytotoxic CD8T,-0.0122567163511764
Treg,0.685843087129814
gdT,-0.537730549657067
Cytotoxic CD8T,0.530099817320357
Cytotoxic CD8T,0.779818675906159
Cytotoxic CD8T,1.07094978509947
Naive/CM T,0.0567869310600813
Cytotoxic CD8T,0.405269991852516
gdT,-0.721335754394531
Naive/CM T,-0.727328401609908
gdT,0.744007312863372
gdT,-0.535277433173601
Cytotoxic CD8T,0.785768652627634
Cytotoxic CD8T,0.0363811120321584
Cytotoxic CD8T,1.09372225029524
Cytotoxic CD8T,0.0826137170126271
Cytotoxic CD8T,0.738145861958348
gdT,-0.409428114780159
Cytotoxic CD8T,0.7175166143373
Proliferating CD8T,1.03230282450831
Cytotoxic CD8T,0.813016879059547
Cytotoxic CD8T,1.03694259288699
Cytotoxic CD8T,-0.244020247348519
Cytotoxic CD8T,1.33843970365302
Cytotoxic CD8T,0.626882842307867
Proliferating CD8T,0.584037635270939
Cytotoxic CD8T,0.515204584875772
gdT,-0.626412071405455
Cytotoxic CD8T,-0.250107084762218
Cytotoxic CD8T,0.582520432583121
Cytotoxic CD8T,0.687736890925917
gdT,-0.18334209175997
Cytotoxic CD8T,1.29541856632676
Cytotoxic CD8T,-0.351157939822174
Cytotoxic CD8T,0.0741592016885448
Cytotoxic CD8T,1.88411738905795
Cytotoxic CD8T,0.0212421931776889
Cytotoxic CD8T,0.202080472014671
Cytotoxic CD8T,0.14322239010833
Cytotoxic CD8T,1.76590037501135
Cytotoxic CD8T,0.0129791667849519
Naive/CM T,-0.0690643044405203
Cytotoxic CD8T,1.12396011707394
Cytotoxic CD8T,0.722712459120639
Cytotoxic CD8T,1.51085603935773
Cytotoxic CD8T,0.91256517632063
Cytotoxic CD8T,0.27903463674146
Cytotoxic CD8T,1.39969953670058
Proliferating CD8T,0.961162701983784
gdT,0.022599217614462
Cytotoxic CD8T,0.626668683429097
Cytotoxic CD8T,0.423136610873909
Proliferating CD8T,1.10466930655545
Cytotoxic CD8T,0.83546869322311
Cytotoxic CD8T,0.651823524652525
Cytotoxic CD8T,0.86614132903343
Cytotoxic CD8T,0.368062602198401
Cytotoxic CD8T,0.698080703380496
Cytotoxic CD8T,0.888213259674781
Cytotoxic CD8T,0.507035405358602
Cytotoxic CD8T,0.552533920642941
Cytotoxic CD8T,-0.37275908714117
Cytotoxic CD8T,0.480344014722247
Cytotoxic CD8T,0.804074444438135
Cytotoxic CD8T,0.410188634118368
Cytotoxic CD8T,1.18094158083893
gdT,0.202507567294808
Cytotoxic CD8T,0.150919026219567
Proliferating CD8T,0.026266834347747
Treg,0.731927681856377
Cytotoxic CD8T,1.19214639353197
Cytotoxic CD8T,1.34713775634765
gdT,0.05865146548249
Cytotoxic CD8T,0.738484419002089
Cytotoxic CD8T,1.31265425926031
Cytotoxic CD8T,0.439847248875817
gdT,0.18252112632574
Cytotoxic CD8T,0.435130299412926
Cytotoxic CD8T,1.30534810620684
Cytotoxic CD8T,1.48744026361509
Cytotoxic CD8T,0.373424838753633
Cytotoxic CD8T,1.56950156988099
gdT,-0.113029522563135
Cytotoxic CD8T,0.992906451557957
Cytotoxic CD8T,1.07533808153729
Cytotoxic CD8T,0.824378321448038
gdT,0.114435499324355
Cytotoxic CD8T,0.282627538636673
Cytotoxic CD8T,0.973791471969249
Cytotoxic CD8T,1.25275679477425
Cytotoxic CD8T,-1.06963980208995
Cytotoxic CD8T,-0.266906596339026
Cytotoxic CD8T,0.444340461908384
gdT,-0.00870928742164789
gdT,-0.235915289590525
Cytotoxic CD8T,0.0963615594908247
Naive/CM T,-0.355281049151753
Proliferating CD8T,1.30576250652934
Cytotoxic CD8T,0.128107274964798
Cytotoxic CD8T,1.09862567990325
Cytotoxic CD8T,0.587537508232649
Proliferating CD8T,0.797530421767123
Cytotoxic CD8T,0.52034727584484
Cytotoxic CD8T,1.00206308054369
Cytotoxic CD8T,1.38335778524709
Proliferating CD8T,1.42764363843341
gdT,0.573242563646893
gdT,-0.173473333314407
Cytotoxic CD8T,-0.0256142514250998
Cytotoxic CD8T,0.821372272580168
Cytotoxic CD8T,0.269362643929415
Cytotoxic CD8T,1.69662098729333
Cytotoxic CD8T,1.13044503145439
Cytotoxic CD8T,0.443547224887581
Proliferating CD8T,1.25848831176757
Cytotoxic CD8T,-0.309621438314748
Cytotoxic CD8T,0.0121660773698673
Cytotoxic CD8T,1.08377540765806
Cytotoxic CD8T,-0.207102554676144
Cytotoxic CD8T,0.65937741656636
Cytotoxic CD8T,0.868849508596021
Cytotoxic CD8T,1.61838261803915
Cytotoxic CD8T,-0.0390995682117552
Cytotoxic CD8T,0.769679561881131
Cytotoxic CD8T,0.296734090405841
Cytotoxic CD8T,0.994625347048737
gdT,0.268717889120412
Cytotoxic CD8T,1.54362342302189
Cytotoxic CD8T,1.13819810024527
Cytotoxic CD8T,0.991105697986691
Cytotoxic CD8T,0.481200142793877
Cytotoxic CD8T,0.30360134745753
Cytotoxic CD8T,0.865341945914335
Cytotoxic CD8T,0.741642161524573
Cytotoxic CD8T,0.223168870792832
Cytotoxic CD8T,0.834426400827807
gdT,0.191971884439157
Cytotoxic CD8T,-0.116281113735465
Cytotoxic CD8T,1.18238955475563
Cytotoxic CD8T,0.292465146086936
Treg,0.569381401594295
Cytotoxic CD8T,1.99967483165652
Treg,1.42342741500499
Cytotoxic CD8T,0.411226132415061
Treg,0.820329078851744
Cytotoxic CD8T,1.5835285630337
gdT,-0.118923513722974
gdT,0.37487864649573
Cytotoxic CD8T,1.06920948826989
Cytotoxic CD8T,0.321573429551235
Cytotoxic CD8T,0.713085089395212
Cytotoxic CD8T,-0.322171043573423
Cytotoxic CD8T,1.25873796329941
Cytotoxic CD8T,1.03087809717932
Cytotoxic CD8T,0.322977415572765
Cytotoxic CD8T,0.903704535905704
gdT,0.166973990506903
Cytotoxic CD8T,0.936635788318722
gdT,0.506475354571675
Cytotoxic CD8T,0.549041850954987
Cytotoxic CD8T,0.916981740552325
Cytotoxic CD8T,1.42015958919081
Cytotoxic CD8T,0.993788118584211
Cytotoxic CD8T,0.648336912643077
Cytotoxic CD8T,1.07575862440952
Cytotoxic CD8T,0.90184028802916
Cytotoxic CD8T,0.716911635287972
Treg,0.23562905245049
Cytotoxic CD8T,0.592011168723882
Naive/CM T,-0.101146983656772
Cytotoxic CD8T,0.951371293178824
Cytotoxic CD8T,0.824077900731286
Cytotoxic CD8T,1.15178229753361
Treg,0.326830415947492
Cytotoxic CD8T,0.506926138234692
Cytotoxic CD8T,0.171936272909474
Cytotoxic CD8T,1.13688489692155
Cytotoxic CD8T,0.331049825978833
Cytotoxic CD8T,0.845009098496547
Cytotoxic CD8T,0.475602193433184
Cytotoxic CD8T,0.674779939873274
gdT,1.41309360947719
gdT,0.030733255785565
Cytotoxic CD8T,0.215770213992096
Cytotoxic CD8T,1.4161509527162
Cytotoxic CD8T,1.21495930871298
gdT,-0.134803001936091
Cytotoxic CD8T,1.13609019789584
Cytotoxic CD8T,0.608206780012263
Cytotoxic CD8T,0.989607132312863
Cytotoxic CD8T,0.794634882017623
Cytotoxic CD8T,0.865299753588299
Cytotoxic CD8T,0.519726704442223
Cytotoxic CD8T,0.993693975404251
Cytotoxic CD8T,1.0321264683923
Cytotoxic CD8T,0.0784704838242642
Cytotoxic CD8T,0.436230163574218
Cytotoxic CD8T,0.43491145644077
gdT,-0.644365003718886
Cytotoxic CD8T,1.94659601965615
Cytotoxic CD8T,0.408712037552234
Cytotoxic CD8T,1.01258179775504
Cytotoxic CD8T,1.22361921443495
Cytotoxic CD8T,-0.00941157851108287
Cytotoxic CD8T,1.00528530741846
Cytotoxic CD8T,1.07488859664562
Proliferating CD8T,0.367432463889898
Cytotoxic CD8T,0.765788531636082
Proliferating CD8T,0.952194480008857
Cytotoxic CD8T,1.07244068944176
Cytotoxic CD8T,0.357826923104219
Cytotoxic CD8T,0.859948283350745
Cytotoxic CD8T,0.102584001408066
Cytotoxic CD8T,0.908613508357558
gdT,0.316486298317133
gdT,-0.056092284446539
Cytotoxic CD8T,1.39011676167332
Cytotoxic CD8T,0.620880148244458
Cytotoxic CD8T,1.13373970918877
Cytotoxic CD8T,1.51929104472315
Cytotoxic CD8T,0.697242463577625
Cytotoxic CD8T,1.24410169734511
Cytotoxic CD8T,1.47011872757312
Cytotoxic CD8T,0.754655619776526
Cytotoxic CD8T,0.714107939254406
Cytotoxic CD8T,0.632397656108057
Cytotoxic CD8T,0.872770974802416
Cytotoxic CD8T,0.176234585074491
Cytotoxic CD8T,-0.0277780435251635
gdT,-0.0706032012229742
Cytotoxic CD8T,0.770419016993323
Treg,0.905226028797238
Cytotoxic CD8T,1.14923857932867
gdT,0.483293748012809
gdT,1.12717833762945
Cytotoxic CD8T,0.510513483091842
Cytotoxic CD8T,0.885767456764398
Cytotoxic CD8T,1.37691109590752
Cytotoxic CD8T,1.30859851925872
Cytotoxic CD8T,0.453452347156613
Cytotoxic CD8T,0.0932852474478787
Cytotoxic CD8T,1.17015071780182
Cytotoxic CD8T,0.802262679698855
Cytotoxic CD8T,1.18597579246343
Treg,1.05411825135696
gdT,0.389037354935047
Cytotoxic CD8T,1.32486328125
Treg,1.19820478217546
Cytotoxic CD8T,0.303387468914652
gdT,0.0554747133476789
Treg,1.25353671761446
Cytotoxic CD8T,0.598016673243323
Naive/CM T,0.505823186830032
Treg,-0.426679999772892
Cytotoxic CD8T,0.680734341643577
Cytotoxic CD8T,0.0574546068768169
Cytotoxic CD8T,0.382750620287518
gdT,0.61010867096657
Cytotoxic CD8T,1.10620877642964
Cytotoxic CD8T,0.371001239155614
gdT,0.0614760784770165
Cytotoxic CD8T,0.382802872768668
Cytotoxic CD8T,0.999419690509175
Cytotoxic CD8T,0.689440155029297
Cytotoxic CD8T,0.47810031979583
Cytotoxic CD8T,-0.0183160932673964
Cytotoxic CD8T,0.392017492249954
Cytotoxic CD8T,0.683310681720112
Cytotoxic CD8T,1.05152665249136
Cytotoxic CD8T,0.850275108869685
Cytotoxic CD8T,0.714534386923146
Treg,1.04019539766533
Cytotoxic CD8T,0.384695821362872
Cytotoxic CD8T,0.984598920955214
Cytotoxic CD8T,1.23118194934933
Cytotoxic CD8T,0.250519043678461
Cytotoxic CD8T,0.379944358648255
Cytotoxic CD8T,0.903232290578442
Cytotoxic CD8T,0.892840874250545
Cytotoxic CD8T,0.875453633153161
gdT,0.120325090275254
Cytotoxic CD8T,1.37548050991324
Cytotoxic CD8T,1.06985258235487
Cytotoxic CD8T,1.26157501220703
gdT,0.214721440159997
Cytotoxic CD8T,0.973014845737191
Cytotoxic CD8T,0.976448853958484
Cytotoxic CD8T,1.37157640324082
Cytotoxic CD8T,0.181380104242369
Cytotoxic CD8T,0.690258753576944
gdT,0.0772838965127635
Cytotoxic CD8T,1.20324651673782
Cytotoxic CD8T,1.49782548771348
gdT,0.332876402389171
Cytotoxic CD8T,0.521636998376181
Cytotoxic CD8T,0.207757862889489
Cytotoxic CD8T,0.451482164249863
Cytotoxic CD8T,0.762101163642351
Cytotoxic CD8T,0.235671667054642
Cytotoxic CD8T,0.695347243907839
Cytotoxic CD8T,1.29135442689407
Cytotoxic CD8T,0.441973294990007
gdT,0.349179552654887
Cytotoxic CD8T,0.226540435081304
Cytotoxic CD8T,0.61563119577807
gdT,0.123110475761945
Cytotoxic CD8T,0.17764073926349
Cytotoxic CD8T,1.29005778822787
gdT,-0.0272272864053415
Cytotoxic CD8T,0.951684520632721
Proliferating CD8T,0.795149603555368
Cytotoxic CD8T,0.76931724370912
Cytotoxic CD8T,0.8296914317996
gdT,0.0402418890664744
gdT,-0.389507135790447
Cytotoxic CD8T,1.23579535195993
Proliferating CD8T,1.31839637933775
Cytotoxic CD8T,0.963099443302598
Cytotoxic CD8T,0.760181827988735
Cytotoxic CD8T,1.37251063147256
Treg,0.624313915163971
gdT,-0.200244882273119
Cytotoxic CD8T,1.00916764015375
Cytotoxic CD8T,1.61203210165334
Cytotoxic CD8T,0.389518368743186
Cytotoxic CD8T,-0.628163849586664
Naive/CM T,-0.0876884389478106
Cytotoxic CD8T,0.695077408191769
Cytotoxic CD8T,0.332945247916288
Cytotoxic CD8T,1.29445347275844
Cytotoxic CD8T,-0.0238262797510901
gdT,-0.475661612222361
Cytotoxic CD8T,1.14244682134583
Cytotoxic CD8T,0.865167676349018
Cytotoxic CD8T,0.0805910474200579
Cytotoxic CD8T,0.661609369322311
Cytotoxic CD8T,0.754319536076035
Cytotoxic CD8T,0.591016810217569
Cytotoxic CD8T,1.50952049077943
Cytotoxic CD8T,0.811679708791333
Cytotoxic CD8T,0.255296758607376
gdT,0.211366122933321
Cytotoxic CD8T,0.241345284040584
Cytotoxic CD8T,1.19669056737145
Cytotoxic CD8T,-0.0765914313737736
Proliferating CD8T,1.3655147889603
Cytotoxic CD8T,0.197077090241188
Naive/CM T,-0.0573521565282069
Cytotoxic CD8T,0.0387199579283248
Treg,-0.519525627313658
Cytotoxic CD8T,0.547382500227107
Cytotoxic CD8T,0.392407746425894
gdT,-0.395451518214026
Treg,1.56629121292469
Cytotoxic CD8T,0.690376118504723
Cytotoxic CD8T,1.62427180800327
Cytotoxic CD8T,0.673213305806004
Cytotoxic CD8T,1.38607771407726
gdT,0.174122383649959
gdT,-0.552557850327602
Cytotoxic CD8T,-0.209205425173737
Cytotoxic CD8T,0.812927473201308
Cytotoxic CD8T,0.816986204635265
gdT,-0.460085172431413
gdT,0.345704200212345
gdT,-0.999713797458382
gdT,0.581816754008448
Treg,1.29442182673964
Cytotoxic CD8T,1.32624155443768
gdT,-0.462224429818086
gdT,0.0522155211692632
Cytotoxic CD8T,0.816707100091978
Treg,0.854409637451172
Cytotoxic CD8T,0.735677653467932
Treg,0.324823615495548
Cytotoxic CD8T,0.757942004536473
Cytotoxic CD8T,0.982174114848291
Cytotoxic CD8T,1.27589505572651
Cytotoxic CD8T,1.38219976380813
gdT,1.42467487423918
Cytotoxic CD8T,0.980815919388172
Cytotoxic CD8T,-0.134224211227062
Cytotoxic CD8T,1.58789039789244
Cytotoxic CD8T,1.38503397387127
Cytotoxic CD8T,1.53404802899027
Cytotoxic CD8T,-0.257076256330623
Cytotoxic CD8T,1.01049687585165
Cytotoxic CD8T,0.800875719647075
Cytotoxic CD8T,0.608353981195494
Cytotoxic CD8T,0.708082023443177
Treg,0.837566798010537
Cytotoxic CD8T,1.8272474918809
Cytotoxic CD8T,0.623543733108875
Cytotoxic CD8T,0.898036715485329
Cytotoxic CD8T,1.02684098354605
Cytotoxic CD8T,0.540524451677189
Cytotoxic CD8T,0.869804875573446
Cytotoxic CD8T,1.38725664715434
Cytotoxic CD8T,1.15513559030932
Cytotoxic CD8T,0.430018778956213
Cytotoxic CD8T,0.439624644434729
Cytotoxic CD8T,1.5795357566656
Cytotoxic CD8T,1.03422489609829
Cytotoxic CD8T,0.917847875550735
Cytotoxic CD8T,1.01683410644531
Cytotoxic CD8T,0.845786260560501
Cytotoxic CD8T,0.236869957502498
Cytotoxic CD8T,1.06612471114757
Cytotoxic CD8T,1.18704486225926
Cytotoxic CD8T,1.16556373773619
Cytotoxic CD8T,0.762620129252588
gdT,0.573132718108421
Cytotoxic CD8T,0.387230987548828
Proliferating CD8T,1.35883179065793
Cytotoxic CD8T,1.79192466558412
Cytotoxic CD8T,1.06152677314226
Cytotoxic CD8T,0.612197340144667
Cytotoxic CD8T,1.18311531244322
Cytotoxic CD8T,0.487261487384175
Cytotoxic CD8T,0.527677654887354
Cytotoxic CD8T,1.08968035320903
Cytotoxic CD8T,-0.424240923149641
Cytotoxic CD8T,0.528691878207894
Cytotoxic CD8T,0.397125318660292
Cytotoxic CD8T,0.751418804789698
gdT,0.63072774842728
Treg,1.23026345896166
Treg,0.592737189004587
Treg,0.352101529143577
Cytotoxic CD8T,0.289577590587527
gdT,-0.329160794990007
Cytotoxic CD8T,0.739145646206168
Treg,1.40148218199264
Naive/CM T,0.402081557872683
Cytotoxic CD8T,1.83845695318177
Cytotoxic CD8T,0.318535944029342
Cytotoxic CD8T,1.41547039652979
Cytotoxic CD8T,1.16415184198423
Cytotoxic CD8T,1.09537985868232
Cytotoxic CD8T,0.628224079220794
gdT,0.167313402752543
Cytotoxic CD8T,0.416634908276934
gdT,-0.5902729540093
Proliferating CD8T,0.650052837992823
Cytotoxic CD8T,0.600878743016442
Cytotoxic CD8T,0.192574395468068
Cytotoxic CD8T,0.566664946800054
Cytotoxic CD8T,-0.0155739327364188
gdT,0.45974871968114
Cytotoxic CD8T,0.385600717234057
Cytotoxic CD8T,1.39309916651526
Cytotoxic CD8T,0.304557849972747
Cytotoxic CD8T,1.25076552280159
Cytotoxic CD8T,1.20823663755904
Cytotoxic CD8T,1.13218878102857
Cytotoxic CD8T,1.13751241639603
Cytotoxic CD8T,1.19871758749318
gdT,0.143210875045421
Cytotoxic CD8T,1.28518634884856
Cytotoxic CD8T,0.567403202500454
Cytotoxic CD8T,0.385756406562272
Cytotoxic CD8T,0.00590139522108912
Cytotoxic CD8T,0.630595987009447
Cytotoxic CD8T,0.741526244407476
Cytotoxic CD8T,1.52777053833007
Cytotoxic CD8T,1.2451804795376
Cytotoxic CD8T,0.966953774385674
Cytotoxic CD8T,0.316263633550599
Cytotoxic CD8T,1.1001396995367
Cytotoxic CD8T,1.37071884510129
Naive/CM T,1.06390937982603
Cytotoxic CD8T,1.33054747825445
Cytotoxic CD8T,0.722175583950308
Cytotoxic CD8T,0.613325156278388
Cytotoxic CD8T,0.533680497990098
Cytotoxic CD8T,0.0621124480491459
gdT,-0.272239190035088
Cytotoxic CD8T,0.490271925815316
Cytotoxic CD8T,-0.332752387468205
Cytotoxic CD8T,0.396004202199536
Cytotoxic CD8T,0.834757353316905
Cytotoxic CD8T,0.282980279257131
Cytotoxic CD8T,1.4825169975813
Naive/CM T,-0.536415034449377
Cytotoxic CD8T,-0.141375652579374
Naive/CM T,-0.579324842940929
Cytotoxic CD8T,-0.0712368703442951
Cytotoxic CD8T,0.399404921420785
Cytotoxic CD8T,0.798266480911609
Cytotoxic CD8T,1.04257632943086
Cytotoxic CD8T,0.339604545415834
Cytotoxic CD8T,0.700551505865052
Treg,0.409820819233739
gdT,0.705948259220566
gdT,-0.119363756401594
gdT,-0.389986401934956
Cytotoxic CD8T,1.53308528101721
Cytotoxic CD8T,1.22595363528229
Cytotoxic CD8T,1.08384274859761
Cytotoxic CD8T,1.17961112088935
Cytotoxic CD8T,0.916426285144894
Cytotoxic CD8T,0.869006376044694
Cytotoxic CD8T,0.242643077761627
Cytotoxic CD8T,1.19092632559842
Cytotoxic CD8T,0.306387918161791
Cytotoxic CD8T,1.14057059709415
Naive/CM T,1.00939365830532
gdT,-0.334531445170557
Naive/CM T,0.0994218959364779
gdT,0.210593632542809
Cytotoxic CD8T,1.22813724606536
Treg,1.27699623995049
Cytotoxic CD8T,1.13070469346157
gdT,0.0510944206770076
Cytotoxic CD8T,1.32471299637195
Treg,0.377325645269349
gdT,-0.0107582305198492
Cytotoxic CD8T,1.06109979673873
Cytotoxic CD8T,0.0221784298918967
Naive/CM T,-0.331858921494594
Cytotoxic CD8T,0.922874805539153
gdT,0.0226466440600019
Cytotoxic CD8T,1.03479894593704
Cytotoxic CD8T,0.300448650981104
Cytotoxic CD8T,0.315430500119231
gdT,-0.55364183647688
Cytotoxic CD8T,0.760409843977107
Cytotoxic CD8T,0.174171635827352
gdT,-0.202440103930096
Cytotoxic CD8T,0.175842473229696
gdT,-0.705020553234011
Cytotoxic CD8T,0.510567087572674
Cytotoxic CD8T,0.8306045496741
Cytotoxic CD8T,0.294710441411927
Cytotoxic CD8T,0.69691287728243
Cytotoxic CD8T,0.323482683758403
Cytotoxic CD8T,1.04736246153365
Cytotoxic CD8T,0.204341608091842
Cytotoxic CD8T,1.07556028499159
Cytotoxic CD8T,0.54259521484375
Cytotoxic CD8T,1.18826225813045
Cytotoxic CD8T,-0.0848139581014943
Cytotoxic CD8T,0.521497639500817
gdT,-0.0183127221395802
Cytotoxic CD8T,0.780344437000363
gdT,0.132461207190225
Cytotoxic CD8T,0.552747085926144
Cytotoxic CD8T,-0.00986612009447673
Cytotoxic CD8T,-0.409384843693223
Cytotoxic CD8T,0.786800427104151
Cytotoxic CD8T,0.246796289488326
Cytotoxic CD8T,0.442124314419059
Proliferating CD8T,0.957631278814271
Naive/CM T,0.389263784719068
gdT,0.547186030897983
Cytotoxic CD8T,1.2921945403343
Naive/CM T,0.962246225046557
Cytotoxic CD8T,0.664200159117232
Naive/CM T,-0.0592683730014533
Naive/CM T,0.294843927427779
Cytotoxic CD8T,0.997398660349291
Cytotoxic CD8T,1.42447457247002
Cytotoxic CD8T,1.52998035874477
Cytotoxic CD8T,0.85971807790357
gdT,0.431074066162109
Naive/CM T,-0.1764482773182
Cytotoxic CD8T,0.304607061341751
Cytotoxic CD8T,1.12517817652502
Cytotoxic CD8T,1.3762591339821
Cytotoxic CD8T,0.717902285553688
Cytotoxic CD8T,0.593492594874182
Cytotoxic CD8T,1.14323350773301
Cytotoxic CD8T,0.212469507261764
Cytotoxic CD8T,0.565882703204487
Cytotoxic CD8T,1.16562116755995
Cytotoxic CD8T,1.26740696396938
gdT,0.790387044507403
Cytotoxic CD8T,0.559312687363735
gdT,-0.220840491361396
Cytotoxic CD8T,0.569842884152434
Cytotoxic CD8T,1.33260438076285
Cytotoxic CD8T,0.830866340814634
Cytotoxic CD8T,0.863892226108284
Cytotoxic CD8T,0.606108515539834
Treg,0.378904638955759
Cytotoxic CD8T,0.474912851023119
gdT,-0.538147863343704
Treg,1.20924965791924
Proliferating CD8T,1.03580169322878
Cytotoxic CD8T,0.879571401906567
Cytotoxic CD8T,0.6907021739871
Cytotoxic CD8T,1.86193961210029
Cytotoxic CD8T,0.341141027406204
gdT,-0.15517209075218
gdT,0.0788929553364599
gdT,1.83269997530205
Cytotoxic CD8T,1.05737703545149
Cytotoxic CD8T,0.944666645138762
Cytotoxic CD8T,0.85328530245049
Cytotoxic CD8T,1.3895447309627
Cytotoxic CD8T,0.357077494776526
Cytotoxic CD8T,1.14105984709983
Cytotoxic CD8T,1.65206869435864
Cytotoxic CD8T,-0.0991768717211345
Cytotoxic CD8T,0.252817276355832
Cytotoxic CD8T,0.0354676712390988
Cytotoxic CD8T,0.788713769247365
Cytotoxic CD8T,-0.111238908989484
Naive/CM T,0.244489377043968
gdT,-0.179924181561137
gdT,-0.0134680051581805
Cytotoxic CD8T,1.00554489845453
Cytotoxic CD8T,0.898950266283612
gdT,-0.196768305578897
Cytotoxic CD8T,1.109511846498
Cytotoxic CD8T,0.469803232592205
Cytotoxic CD8T,1.1460909608353
Cytotoxic CD8T,0.531137560467387
Cytotoxic CD8T,0.947316951308139
Cytotoxic CD8T,1.49124440747638
Cytotoxic CD8T,1.49430927365325
Cytotoxic CD8T,1.145537428745
Cytotoxic CD8T,1.02647187698719
Cytotoxic CD8T,0.54115073980287
Cytotoxic CD8T,0.874190482206122
gdT,0.958869557935138
Cytotoxic CD8T,1.21416899570198
Cytotoxic CD8T,1.17790216490279
Cytotoxic CD8T,0.178455054704533
Cytotoxic CD8T,0.693705266908157
Cytotoxic CD8T,0.448569814992505
gdT,0.833514358165652
Naive/CM T,0.498359112406886
Cytotoxic CD8T,0.985795504547829
Cytotoxic CD8T,0.632319481428279
Cytotoxic CD8T,0.59073772341706
Cytotoxic CD8T,0.245875354145848
Cytotoxic CD8T,0.669951161229333
Naive/CM T,-0.116218928847201
Cytotoxic CD8T,0.89123708325763
Cytotoxic CD8T,0.140963620917741
Cytotoxic CD8T,0.395368247808411
Cytotoxic CD8T,0.986805267333984
